series_id        	seasonal	owner_code	industry_code	occupation_code	subcell_code	area_code	datatype_code	estimate_code	series_title	footnote_codes	begin_year	begin_period	end_year	end_period
CMU2010000520620P	U	2	000000	530000	26	99999	P	01	Private Industry Total compensation for Part-time workers in transportation and material moving occupations; Percent of total compensation		2004	Q01	2021	Q01
CMU2012300000000D	U	2	230000	000000	00	99999	D	01	Private Industry Total compensation for Construction industries; Cost per hour worked		2004	Q01	2021	Q01
CMU2012300000000P	U	2	230000	000000	00	99999	P	01	Private Industry Total compensation for Construction industries; Percent of total compensation		2004	Q01	2021	Q01
CMU2012300000610D	U	2	230000	000000	25	99999	D	01	Private Industry Total compensation for Full-time construction occupations; Cost per hour worked		2004	Q01	2021	Q01
CMU2012300000610P	U	2	230000	000000	25	99999	P	01	Private Industry Total compensation for Full-time construction occupations; Percent of total compensation		2004	Q01	2021	Q01
CMU2013000000000D	U	2	300000	000000	00	99999	D	01	Private Industry Total compensation for Manufacturing industries; Cost per hour worked		2004	Q01	2021	Q01
CMU2013000000000P	U	2	300000	000000	00	99999	P	01	Private Industry Total compensation for Manufacturing industries; Percent of total compensation		2004	Q01	2021	Q01
CMU2013000000110D	U	2	300000	000000	01	99999	D	01	Total compensation cost per employee hour worked for private manufacturing industry workers within establishments with less than 100 workers		2006	Q04	2021	Q01
CMU2013000000110P	U	2	300000	000000	01	99999	P	01	Total compensation as a percent of total compensation for private manufacturing industry workers within establishments with less than 100 workers		2006	Q04	2021	Q01
CMU2013000000111D	U	2	300000	000000	02	99999	D	01	Total compensation cost per employee hour worked for private manufacturing industry workers within establishments with less than 50 workers		2006	Q04	2021	Q01
CMU2013000000111P	U	2	300000	000000	02	99999	P	01	Total compensation as a percent of total compensation for private manufacturing industry workers within establishments with less than 50 workers		2006	Q04	2021	Q01
CMU2013000000112D	U	2	300000	000000	04	99999	D	01	Total compensation cost per employee hour worked for private manufacturing industry workers within establishments with 50-99 workers		2006	Q04	2021	Q01
CMU2013000000112P	U	2	300000	000000	04	99999	P	01	Total compensation as a percent of total compensation for private manufacturing industry workers within establishments with 50-99 workers		2006	Q04	2021	Q01
CMU2013000000120D	U	2	300000	000000	05	99999	D	01	Total compensation cost per employee hour worked for private manufacturing industry workers within establishments with 100 workers or more		2006	Q04	2021	Q01
CMU2013000000120P	U	2	300000	000000	05	99999	P	01	Total compensation as a percent of total compensation for private manufacturing industry workers within establishments with 100 workers or more		2006	Q04	2021	Q01
CMU2013000000121D	U	2	300000	000000	06	99999	D	01	Total compensation cost per employee hour worked for private manufacturing industry workers within establishments with 100-499 workers		2006	Q04	2021	Q01
CMU2013000000121P	U	2	300000	000000	06	99999	P	01	Total compensation as a percent of total compensation for private manufacturing industry workers within establishments with 100-499 workers		2006	Q04	2021	Q01
CMU2013000000122D	U	2	300000	000000	07	99999	D	01	Total compensation cost per employee hour worked for private manufacturing industry workers within establishments with 500 workers or more		2006	Q04	2021	Q01
CMU2013000000122P	U	2	300000	000000	07	99999	P	01	Total compensation as a percent of total compensation for private manufacturing industry workers within establishments with 500 workers or more		2006	Q04	2021	Q01
CMU2013000000510D	U	2	300000	000000	23	99999	D	01	Total compensation cost per employee hour worked for private manufacturing industry union workers		2006	Q04	2021	Q01
CMU2013000000510P	U	2	300000	000000	23	99999	P	01	Total compensation as a percent of total compensation for private manufacturing industry union workers		2006	Q04	2021	Q01
CMU2013000000520D	U	2	300000	000000	24	99999	D	01	Total compensation cost per employee hour worked for private manufacturing industry nonunion workers		2006	Q04	2021	Q01
CMU2013000000520P	U	2	300000	000000	24	99999	P	01	Total compensation as a percent of total compensation for private manufacturing industry nonunion workers		2006	Q04	2021	Q01
CMU2013000000610D	U	2	300000	000000	25	99999	D	01	Private Industry Total compensation for Full-time workers in manufacturing industries; Cost per hour worked		2004	Q01	2021	Q01
CMU2013000000610P	U	2	300000	000000	25	99999	P	01	Private Industry Total compensation for Full-time workers in manufacturing industries; Percent of total compensation		2004	Q01	2021	Q01
CMU2013000100000D	U	2	300000	112900	00	99999	D	01	Total compensation cost per employee hour worked for private manufacturing industry workers in management, professional and related occupations		2006	Q04	2021	Q01
CMU2013000100000P	U	2	300000	112900	00	99999	P	01	Total compensation as a percent of total compensation for private manufacturing industry workers in management, professional and related occupations		2006	Q04	2021	Q01
CMU2013000110000D	U	2	300000	111300	00	99999	D	01	Total compensation cost per employee hour worked for private manufacturing industry workers in management, business, and financial occupations		2006	Q04	2021	Q01
CMU2013000110000P	U	2	300000	111300	00	99999	P	01	Total compensation as a percent of total compensation for private manufacturing industry workers in management, business, and financial occupations		2006	Q04	2021	Q01
CMU2013000120000D	U	2	300000	152900	00	99999	D	01	Total compensation cost per employee hour worked for private manufacturing industry workers in professional and related occupations		2006	Q04	2021	Q01
CMU2013000120000P	U	2	300000	152900	00	99999	P	01	Total compensation as a percent of total compensation for private manufacturing industry workers in professional and related occupations		2006	Q04	2021	Q01
CMU2013000200000D	U	2	300000	414300	00	99999	D	01	Total compensation cost per employee hour worked for private manufacturing industry workers in sales and office occupations		2006	Q04	2021	Q01
CMU2013000200000P	U	2	300000	414300	00	99999	P	01	Total compensation as a percent of total compensation for private manufacturing industry workers in sales and office occupations		2006	Q04	2021	Q01
CMU2013000220000D	U	2	300000	430000	00	99999	D	01	Total compensation cost per employee hour worked for private manufacturing industry workers in office and administrative support occupations		2006	Q04	2021	Q01
CMU2013000220000P	U	2	300000	430000	00	99999	P	01	Total compensation as a percent of total compensation for private manufacturing industry workers in office and administrative support occupations		2006	Q04	2021	Q01
CMU2013000400000D	U	2	300000	454900	00	99999	D	01	Total compensation cost per employee hour worked for private manufacturing industry workers in natural resources, construction, and maintenance occupations		2006	Q04	2021	Q01
CMU2013000400000P	U	2	300000	454900	00	99999	P	01	Total compensation as a percent of total compensation for private manufacturing industry workers in natural resources, construction, and maintenance occupations		2006	Q04	2021	Q01
CMU2013000430000D	U	2	300000	490000	00	99999	D	01	Total compensation cost per employee hour worked for private manufacturing industry workers in installation, maintenance, and repair occupations		2006	Q04	2021	Q01
CMU2013000430000P	U	2	300000	490000	00	99999	P	01	Total compensation as a percent of total compensation for private manufacturing industry workers in installation, maintenance, and repair occupations		2006	Q04	2021	Q01
CMU2013000500000D	U	2	300000	515300	00	99999	D	01	Total compensation cost per employee hour worked for private manufacturing industry workers in production, transportation, and material moving occupations		2006	Q04	2021	Q01
CMU2013000500000P	U	2	300000	515300	00	99999	P	01	Total compensation as a percent of total compensation for private manufacturing industry workers in production, transportation, and material moving occupations		2006	Q04	2021	Q01
CMU2013000510000D	U	2	300000	510000	00	99999	D	01	Total compensation cost per employee hour worked for private manufacturing industry workers in production occupations		2006	Q04	2021	Q01
CMU2013000510000P	U	2	300000	510000	00	99999	P	01	Total compensation as a percent of total compensation for private manufacturing industry workers in production occupations		2006	Q04	2021	Q01
CMU2013000520000D	U	2	300000	530000	00	99999	D	01	Total compensation cost per employee hour worked for private manufacturing industry workers in transportation and material moving occupations		2006	Q04	2021	Q01
CMU2013000520000P	U	2	300000	530000	00	99999	P	01	Total compensation as a percent of total compensation for private manufacturing industry workers in transportation and material moving occupations		2006	Q04	2021	Q01
CMU2013211000000D	U	2	336411	000000	00	99999	D	01	Private Industry Total compensation for Aircraft manufacturing industries; Cost per hour worked		2006	Q04	2021	Q01
CMU2013211000000P	U	2	336411	000000	00	99999	P	01	Private Industry Total compensation for Aircraft manufacturing industries; Percent of total compensation		2006	Q04	2021	Q01
CMU2014000000000D	U	2	400000	000000	00	99999	D	01	Private Industry Total compensation for Trade,transportation, and utilities; Cost per hour worked		2004	Q01	2021	Q01
CMU2014000000000P	U	2	400000	000000	00	99999	P	01	Private Industry Total compensation for Trade,transportation, and utilities; Percent of total compensation		2004	Q01	2021	Q01
CMU2014000000110D	U	2	400000	000000	01	99999	D	01	Total compensation cost per employee hour worked for private trade, transportation, and utilities industry workers within establishments with less than 100 workers		2006	Q04	2021	Q01
CMU2014000000110P	U	2	400000	000000	01	99999	P	01	Total compensation as a percent of total compensation for private trade, transportation, and utilities industry workers within establishments with less than 100 workers		2006	Q04	2021	Q01
CMU2014000000111D	U	2	400000	000000	02	99999	D	01	Total compensation cost per employee hour worked for private trade, transportation, and utilities industry workers within establishments with less than 50 workers		2006	Q04	2021	Q01
CMU2014000000111P	U	2	400000	000000	02	99999	P	01	Total compensation as a percent of total compensation for private trade, transportation, and utilities industry workers within establishments with less than 50 workers		2006	Q04	2021	Q01
CMU2014000000112D	U	2	400000	000000	04	99999	D	01	Total compensation cost per employee hour worked for private trade, transportation, and utilities industry workers within establishments with 50-99 workers		2006	Q04	2021	Q01
CMU2014000000112P	U	2	400000	000000	04	99999	P	01	Total compensation as a percent of total compensation for private trade, transportation, and utilities industry workers within establishments with 50-99 workers		2006	Q04	2021	Q01
CMU2014000000120D	U	2	400000	000000	05	99999	D	01	Total compensation cost per employee hour worked for private trade, transportation, and utilities industry workers within establishments with 100 workers or more		2006	Q04	2021	Q01
CMU2014000000120P	U	2	400000	000000	05	99999	P	01	Total compensation as a percent of total compensation for private trade, transportation, and utilities industry workers within establishments with 100 workers or more		2006	Q04	2021	Q01
CMU2014000000121D	U	2	400000	000000	06	99999	D	01	Total compensation cost per employee hour worked for private trade, transportation, and utilities industry workers within establishments with 100-499 workers		2006	Q04	2021	Q01
CMU2014000000121P	U	2	400000	000000	06	99999	P	01	Total compensation as a percent of total compensation for private trade, transportation, and utilities industry workers within establishments with 100-499 workers		2006	Q04	2021	Q01
CMU2014000000122D	U	2	400000	000000	07	99999	D	01	Total compensation cost per employee hour worked for private trade, transportation, and utilities industry workers within establishments with 500 workers or more		2006	Q04	2021	Q01
CMU2014000000122P	U	2	400000	000000	07	99999	P	01	Total compensation as a percent of total compensation for private trade, transportation, and utilities industry workers within establishments with 500 workers or more		2006	Q04	2021	Q01
CMU2014000000510D	U	2	400000	000000	23	99999	D	01	Total compensation cost per employee hour worked for private trade, transportation, and utilities industry union workers		2006	Q04	2021	Q01
CMU2014000000510P	U	2	400000	000000	23	99999	P	01	Total compensation as a percent of total compensation for private trade, transportation, and utilities industry union workers		2006	Q04	2021	Q01
CMU2014000000520D	U	2	400000	000000	24	99999	D	01	Total compensation cost per employee hour worked for private trade, transportation, and utilities industry nonunion workers		2006	Q04	2021	Q01
CMU2014000000520P	U	2	400000	000000	24	99999	P	01	Total compensation as a percent of total compensation for private trade, transportation, and utilities industry nonunion workers		2006	Q04	2021	Q01
CMU2014000000610D	U	2	400000	000000	25	99999	D	01	Private Industry Total compensation for Full-time workers in trade, transportation, and utilities ; Cost per hour worked		2004	Q01	2021	Q01
CMU2014000000610P	U	2	400000	000000	25	99999	P	01	Private Industry Total compensation for Full-time workers in trade, transportation, and utilities ; Percent of total compensation		2004	Q01	2021	Q01
CMU2014000000620D	U	2	400000	000000	26	99999	D	01	Private Industry Total compensation for Part-time workers in trade, transportation, and utilities; Cost per hour worked		2004	Q01	2021	Q01
CMU2014000000620P	U	2	400000	000000	26	99999	P	01	Private Industry Total compensation for Part-time workers in trade, transportation, and utilities; Percent of total compensation		2004	Q01	2021	Q01
CMU2014000100000D	U	2	400000	112900	00	99999	D	01	Total compensation cost per employee hour worked for private trade, transportation, and utilities industry workers in management, professional and related occupations		2006	Q04	2021	Q01
CMU2014000100000P	U	2	400000	112900	00	99999	P	01	Total compensation as a percent of total compensation for private trade, transportation, and utilities industry workers in management, professional and related occupations		2006	Q04	2021	Q01
CMU2014000110000D	U	2	400000	111300	00	99999	D	01	Total compensation cost per employee hour worked for private trade, transportation, and utilities industry workers in management, business, and financial occupations		2006	Q04	2021	Q01
CMU2014000110000P	U	2	400000	111300	00	99999	P	01	Total compensation as a percent of total compensation for private trade, transportation, and utilities industry workers in management, business, and financial occupations		2006	Q04	2021	Q01
CMU2014000120000D	U	2	400000	152900	00	99999	D	01	Total compensation cost per employee hour worked for private trade, transportation, and utilities industry workers in professional and related occupations		2006	Q04	2021	Q01
CMU2014000120000P	U	2	400000	152900	00	99999	P	01	Total compensation as a percent of total compensation for private trade, transportation, and utilities industry workers in professional and related occupations		2006	Q04	2021	Q01
CMU2014000200000D	U	2	400000	414300	00	99999	D	01	Total compensation cost per employee hour worked for private trade, transportation, and utilities industry workers in sales and office occupations		2006	Q04	2021	Q01
CMU2014000200000P	U	2	400000	414300	00	99999	P	01	Total compensation as a percent of total compensation for private trade, transportation, and utilities industry workers in sales and office occupations		2006	Q04	2021	Q01
CMU2014000210000D	U	2	400000	410000	00	99999	D	01	Total compensation cost per employee hour worked for private trade, transportation, and utilities industry workers in sales and related occupations		2006	Q04	2021	Q01
CMU2014000210000P	U	2	400000	410000	00	99999	P	01	Total compensation as a percent of total compensation for private trade, transportation, and utilities industry workers in sales and related occupations		2006	Q04	2021	Q01
CMU2014000220000D	U	2	400000	430000	00	99999	D	01	Total compensation cost per employee hour worked for private trade, transportation, and utilities industry workers in office and administrative support occupations		2006	Q04	2021	Q01
CMU2014000220000P	U	2	400000	430000	00	99999	P	01	Total compensation as a percent of total compensation for private trade, transportation, and utilities industry workers in office and administrative support occupations		2006	Q04	2021	Q01
CMU2014000300000D	U	2	400000	313900	00	99999	D	01	Total compensation cost per employee hour worked for private trade, transportation, and utilities industry workers in service occupations		2006	Q04	2021	Q01
CMU2014000300000P	U	2	400000	313900	00	99999	P	01	Total compensation as a percent of total compensation for private trade, transportation, and utilities industry workers in service occupations		2006	Q04	2021	Q01
CMU2014000400000D	U	2	400000	454900	00	99999	D	01	Total compensation cost per employee hour worked for private trade, transportation, and utilities industry workers in natural resources, construction, and maintenance occupations		2006	Q04	2021	Q01
CMU2014000400000P	U	2	400000	454900	00	99999	P	01	Total compensation as a percent of total compensation for private trade, transportation, and utilities industry workers in natural resources, construction, and maintenance occupations		2006	Q04	2021	Q01
CMU2014000430000D	U	2	400000	490000	00	99999	D	01	Total compensation cost per employee hour worked for private trade, transportation, and utilities industry workers in installation, maintenance, and repair occupations		2006	Q04	2021	Q01
CMU2014000430000P	U	2	400000	490000	00	99999	P	01	Total compensation as a percent of total compensation for private trade, transportation, and utilities industry workers in installation, maintenance, and repair occupations		2006	Q04	2021	Q01
CMU2014000500000D	U	2	400000	515300	00	99999	D	01	Total compensation cost per employee hour worked for private trade, transportation, and utilities industry workers in production, transportation, and material moving occupations		2006	Q04	2021	Q01
CMU2014000500000P	U	2	400000	515300	00	99999	P	01	Total compensation as a percent of total compensation for private trade, transportation, and utilities industry workers in production, transportation, and material moving occupations		2006	Q04	2021	Q01
CMU2014000520000D	U	2	400000	530000	00	99999	D	01	Total compensation cost per employee hour worked for private trade, transportation, and utilities industry workers in transportation and material moving occupations		2006	Q04	2021	Q01
CMU2014000520000P	U	2	400000	530000	00	99999	P	01	Total compensation as a percent of total compensation for private trade, transportation, and utilities industry workers in transportation and material moving occupations		2006	Q04	2021	Q01
CMU2014110000000D	U	2	420000	000000	00	99999	D	01	Private Industry Total compensation for Wholesale trade industries; Cost per hour worked		2004	Q01	2021	Q01
CMU2014110000000P	U	2	420000	000000	00	99999	P	01	Private Industry Total compensation for Wholesale trade industries; Percent of total compensation		2004	Q01	2021	Q01
CMU2014110000110D	U	2	420000	000000	01	99999	D	01	Total compensation cost per employee hour worked for private wholesale trade industry workers within establishments with less than 100 workers		2006	Q04	2021	Q01
CMU2014110000110P	U	2	420000	000000	01	99999	P	01	Total compensation as a percent of total compensation for private wholesale trade industry workers within establishments with less than 100 workers		2006	Q04	2021	Q01
CMU2014110000111D	U	2	420000	000000	02	99999	D	01	Total compensation cost per employee hour worked for private wholesale trade industry workers within establishments with less than 50 workers		2006	Q04	2021	Q01
CMU2014110000111P	U	2	420000	000000	02	99999	P	01	Total compensation as a percent of total compensation for private wholesale trade industry workers within establishments with less than 50 workers		2006	Q04	2021	Q01
CMU2014110000120D	U	2	420000	000000	05	99999	D	01	Total compensation cost per employee hour worked for private wholesale trade industry workers within establishments with 100 workers or more		2006	Q04	2021	Q01
CMU2014110000120P	U	2	420000	000000	05	99999	P	01	Total compensation as a percent of total compensation for private wholesale trade industry workers within establishments with 100 workers or more		2006	Q04	2021	Q01
CMU2014110000121D	U	2	420000	000000	06	99999	D	01	Total compensation cost per employee hour worked for private wholesale trade industry workers within establishments with 100-499 workers		2006	Q04	2021	Q01
CMU2014110000121P	U	2	420000	000000	06	99999	P	01	Total compensation as a percent of total compensation for private wholesale trade industry workers within establishments with 100-499 workers		2006	Q04	2021	Q01
CMU2014110200000D	U	2	420000	414300	00	99999	D	01	Total compensation cost per employee hour worked for private wholesale trade industry workers in sales and office occupations		2006	Q04	2021	Q01
CMU2014110200000P	U	2	420000	414300	00	99999	P	01	Total compensation as a percent of total compensation for private wholesale trade industry workers in sales and office occupations		2006	Q04	2021	Q01
CMU2014110220000D	U	2	420000	430000	00	99999	D	01	Total compensation cost per employee hour worked for private wholesale trade industry workers in office and administrative support occupations		2006	Q04	2021	Q01
CMU2014110220000P	U	2	420000	430000	00	99999	P	01	Total compensation as a percent of total compensation for private wholesale trade industry workers in office and administrative support occupations		2006	Q04	2021	Q01
CMU2014110500000D	U	2	420000	515300	00	99999	D	01	Total compensation cost per employee hour worked for private wholesale trade industry workers in production, transportation, and material moving occupations		2006	Q04	2021	Q01
CMU2014110500000P	U	2	420000	515300	00	99999	P	01	Total compensation as a percent of total compensation for private wholesale trade industry workers in production, transportation, and material moving occupations		2006	Q04	2021	Q01
CMU2014110520000D	U	2	420000	530000	00	99999	D	01	Total compensation cost per employee hour worked for private wholesale trade industry workers in transportation and material moving occupations		2006	Q04	2021	Q01
CMU2014110520000P	U	2	420000	530000	00	99999	P	01	Total compensation as a percent of total compensation for private wholesale trade industry workers in transportation and material moving occupations		2006	Q04	2021	Q01
CMU2014120000000D	U	2	412000	000000	00	99999	D	01	Private Industry Total compensation for Retail trade industries; Cost per hour worked		2004	Q01	2021	Q01
CMU2014120000000P	U	2	412000	000000	00	99999	P	01	Private Industry Total compensation for Retail trade industries; Percent of total compensation		2004	Q01	2021	Q01
CMU2014120000110D	U	2	412000	000000	01	99999	D	01	Total compensation cost per employee hour worked for private retail trade industry workers within establishments with less than 100 workers		2006	Q04	2021	Q01
CMU2014120000110P	U	2	412000	000000	01	99999	P	01	Total compensation as a percent of total compensation for private retail trade industry workers within establishments with less than 100 workers		2006	Q04	2021	Q01
CMU2014120000111D	U	2	412000	000000	02	99999	D	01	Total compensation cost per employee hour worked for private retail trade industry workers within establishments with less than 50 workers		2006	Q04	2021	Q01
CMU2014120000111P	U	2	412000	000000	02	99999	P	01	Total compensation as a percent of total compensation for private retail trade industry workers within establishments with less than 50 workers		2006	Q04	2021	Q01
CMU2014120000112D	U	2	412000	000000	04	99999	D	01	Total compensation cost per employee hour worked for private retail trade industry workers within establishments with 50-99 workers		2006	Q04	2021	Q01
CMU2014120000112P	U	2	412000	000000	04	99999	P	01	Total compensation as a percent of total compensation for private retail trade industry workers within establishments with 50-99 workers		2006	Q04	2021	Q01
CMU2014120000120D	U	2	412000	000000	05	99999	D	01	Total compensation cost per employee hour worked for private retail trade industry workers within establishments with 100 workers or more		2006	Q04	2021	Q01
CMU2014120000120P	U	2	412000	000000	05	99999	P	01	Total compensation as a percent of total compensation for private retail trade industry workers within establishments with 100 workers or more		2006	Q04	2021	Q01
CMU2014120000121D	U	2	412000	000000	06	99999	D	01	Total compensation cost per employee hour worked for private retail trade industry workers within establishments with 100-499 workers		2006	Q04	2021	Q01
CMU2014120000121P	U	2	412000	000000	06	99999	P	01	Total compensation as a percent of total compensation for private retail trade industry workers within establishments with 100-499 workers		2006	Q04	2021	Q01
CMU2014120000510D	U	2	412000	000000	23	99999	D	01	Total compensation cost per employee hour worked for private retail trade industry union workers		2006	Q04	2021	Q01
CMU2014120000510P	U	2	412000	000000	23	99999	P	01	Total compensation as a percent of total compensation for private retail trade industry union workers		2006	Q04	2021	Q01
CMU2014120000520D	U	2	412000	000000	24	99999	D	01	Total compensation cost per employee hour worked for private retail trade industry nonunion workers		2006	Q04	2021	Q01
CMU2014120000520P	U	2	412000	000000	24	99999	P	01	Total compensation as a percent of total compensation for private retail trade industry nonunion workers		2006	Q04	2021	Q01
CMU2014120200000D	U	2	412000	414300	00	99999	D	01	Total compensation cost per employee hour worked for private retail trade industry workers in sales and office occupations		2006	Q04	2021	Q01
CMU2014120200000P	U	2	412000	414300	00	99999	P	01	Total compensation as a percent of total compensation for private retail trade industry workers in sales and office occupations		2006	Q04	2021	Q01
CMU2014120210000D	U	2	412000	410000	00	99999	D	01	Total compensation cost per employee hour worked for private retail trade industry workers in sales and related occupations		2006	Q04	2021	Q01
CMU2014120210000P	U	2	412000	410000	00	99999	P	01	Total compensation as a percent of total compensation for private retail trade industry workers in sales and related occupations		2006	Q04	2021	Q01
CMU2014120220000D	U	2	412000	430000	00	99999	D	01	Total compensation cost per employee hour worked for private retail trade industry workers in office and administrative support occupations		2006	Q04	2021	Q01
CMU2014120220000P	U	2	412000	430000	00	99999	P	01	Total compensation as a percent of total compensation for private retail trade industry workers in office and administrative support occupations		2006	Q04	2021	Q01
CMU2014120500000D	U	2	412000	515300	00	99999	D	01	Total compensation cost per employee hour worked for private retail trade industry workers in production, transportation, and material moving occupations		2006	Q04	2021	Q01
CMU2014120500000P	U	2	412000	515300	00	99999	P	01	Total compensation as a percent of total compensation for private retail trade industry workers in production, transportation, and material moving occupations		2006	Q04	2021	Q01
CMU2014120520000D	U	2	412000	530000	00	99999	D	01	Total compensation cost per employee hour worked for private retail trade industry workers in transportation and material moving occupations		2006	Q04	2021	Q01
CMU2014120520000P	U	2	412000	530000	00	99999	P	01	Total compensation as a percent of total compensation for private retail trade industry workers in transportation and material moving occupations		2006	Q04	2021	Q01
CMU2014300000000D	U	2	430000	000000	00	99999	D	01	Private Industry Total compensation for Transportation and warehousing industries; Cost per hour worked		2004	Q01	2021	Q01
CMU2014300000000P	U	2	430000	000000	00	99999	P	01	Private Industry Total compensation for Transportation and warehousing industries; Percent of total compensation		2004	Q01	2021	Q01
CMU2014300000110D	U	2	430000	000000	01	99999	D	01	Total compensation cost per employee hour worked for private transportation and warehousing industry workers within establishments with less than 100 workers		2006	Q04	2021	Q01
CMU2014300000110P	U	2	430000	000000	01	99999	P	01	Total compensation as a percent of total compensation for private transportation and warehousing industry workers within establishments with less than 100 workers		2006	Q04	2021	Q01
CMU2014300000111D	U	2	430000	000000	02	99999	D	01	Total compensation cost per employee hour worked for private transportation and warehousing industry workers within establishments with less than 50 workers		2006	Q04	2021	Q01
CMU2014300000111P	U	2	430000	000000	02	99999	P	01	Total compensation as a percent of total compensation for private transportation and warehousing industry workers within establishments with less than 50 workers		2006	Q04	2021	Q01
CMU2014300000120D	U	2	430000	000000	05	99999	D	01	Total compensation cost per employee hour worked for private transportation and warehousing industry workers within establishments with 100 workers or more		2006	Q04	2021	Q01
CMU2014300000120P	U	2	430000	000000	05	99999	P	01	Total compensation as a percent of total compensation for private transportation and warehousing industry workers within establishments with 100 workers or more		2006	Q04	2021	Q01
CMU2014300000121D	U	2	430000	000000	06	99999	D	01	Total compensation cost per employee hour worked for private transportation and warehousing industry workers within establishments with 100-499 workers		2006	Q04	2021	Q01
CMU2014300000121P	U	2	430000	000000	06	99999	P	01	Total compensation as a percent of total compensation for private transportation and warehousing industry workers within establishments with 100-499 workers		2006	Q04	2021	Q01
CMU2014300000510D	U	2	430000	000000	23	99999	D	01	Total compensation cost per employee hour worked for private transportation and warehousing industry union workers		2006	Q04	2021	Q01
CMU2014300000510P	U	2	430000	000000	23	99999	P	01	Total compensation as a percent of total compensation for private transportation and warehousing industry union workers		2006	Q04	2021	Q01
CMU2014300000520D	U	2	430000	000000	24	99999	D	01	Total compensation cost per employee hour worked for private transportation and warehousing industry nonunion workers		2006	Q04	2021	Q01
CMU2014300000520P	U	2	430000	000000	24	99999	P	01	Total compensation as a percent of total compensation for private transportation and warehousing industry nonunion workers		2006	Q04	2021	Q01
CMU2014400000000D	U	2	220000	000000	00	99999	D	01	Private Industry Total compensation for Utilities; Cost per hour worked		2004	Q01	2021	Q01
CMU2014400000000P	U	2	220000	000000	00	99999	P	01	Private Industry Total compensation for Utilities; Percent of total compensation		2004	Q01	2021	Q01
CMU2015100000000D	U	2	510000	000000	00	99999	D	01	Private Industry Total compensation for Information industries; Cost per hour worked		2004	Q01	2021	Q01
CMU2015100000000P	U	2	510000	000000	00	99999	P	01	Private Industry Total compensation for Information industries; Percent of total compensation		2004	Q01	2021	Q01
CMU2015100000110D	U	2	510000	000000	01	99999	D	01	Total compensation cost per employee hour worked for private information industry workers within establishments with less than 100 workers		2006	Q04	2021	Q01
CMU2015100000110P	U	2	510000	000000	01	99999	P	01	Total compensation as a percent of total compensation for private information industry workers within establishments with less than 100 workers		2006	Q04	2021	Q01
CMU2015100000120D	U	2	510000	000000	05	99999	D	01	Total compensation cost per employee hour worked for private information industry workers within establishments with 100 workers or more		2006	Q04	2021	Q01
CMU2015100000120P	U	2	510000	000000	05	99999	P	01	Total compensation as a percent of total compensation for private information industry workers within establishments with 100 workers or more		2006	Q04	2021	Q01
CMU2015100000121D	U	2	510000	000000	06	99999	D	01	Total compensation cost per employee hour worked for private information industry workers within establishments with 100-499 workers		2006	Q04	2021	Q01
CMU2015100000121P	U	2	510000	000000	06	99999	P	01	Total compensation as a percent of total compensation for private information industry workers within establishments with 100-499 workers		2006	Q04	2021	Q01
CMU2015100000122D	U	2	510000	000000	07	99999	D	01	Total compensation cost per employee hour worked for private information industry workers within establishments with 500 workers or more		2006	Q04	2021	Q01
CMU2015100000122P	U	2	510000	000000	07	99999	P	01	Total compensation as a percent of total compensation for private information industry workers within establishments with 500 workers or more		2006	Q04	2021	Q01
CMU2015100000610D	U	2	510000	000000	25	99999	D	01	Private Industry Total compensation for Full-time workers in information industries; Cost per hour worked		2004	Q01	2021	Q01
CMU2015100000610P	U	2	510000	000000	25	99999	P	01	Private Industry Total compensation for Full-time workers in information industries; Percent of total compensation		2004	Q01	2021	Q01
CMU2015100100000D	U	2	510000	112900	00	99999	D	01	Total compensation cost per employee hour worked for private information industry workers in management, professional and related occupations		2006	Q04	2021	Q01
CMU2015100100000P	U	2	510000	112900	00	99999	P	01	Total compensation as a percent of total compensation for private information industry workers in management, professional and related occupations		2006	Q04	2021	Q01
CMU2015100120000D	U	2	510000	152900	00	99999	D	01	Total compensation cost per employee hour worked for private information industry workers in professional and related occupations		2006	Q04	2021	Q01
CMU2015100120000P	U	2	510000	152900	00	99999	P	01	Total compensation as a percent of total compensation for private information industry workers in professional and related occupations		2006	Q04	2021	Q01
CMU2015100200000D	U	2	510000	414300	00	99999	D	01	Total compensation cost per employee hour worked for private information industry workers in sales and office occupations		2006	Q04	2021	Q01
CMU2015100200000P	U	2	510000	414300	00	99999	P	01	Total compensation as a percent of total compensation for private information industry workers in sales and office occupations		2006	Q04	2021	Q01
CMU2015200000000D	U	2	520000	000000	00	99999	D	01	Private Industry Total compensation for Finance and insurance industries; Cost per hour worked		2004	Q01	2021	Q01
CMU2015200000000P	U	2	520000	000000	00	99999	P	01	Private Industry Total compensation for Finance and insurance industries; Percent of total compensation		2004	Q01	2021	Q01
CMU201520A000000D	U	2	520A00	000000	00	99999	D	01	Private Industry Total compensation for Financial activities industries; Cost per hour worked		2004	Q01	2021	Q01
CMU201520A000000P	U	2	520A00	000000	00	99999	P	01	Private Industry Total compensation for Financial activities industries; Percent of total compensation		2004	Q01	2021	Q01
CMU201520A000110D	U	2	520A00	000000	01	99999	D	01	Total compensation cost per employee hour worked for private financial activities industry workers within establishments with less than 100 workers		2006	Q04	2021	Q01
CMU201520A000110P	U	2	520A00	000000	01	99999	P	01	Total compensation as a percent of total compensation for private financial activities industry workers within establishments with less than 100 workers		2006	Q04	2021	Q01
