occupation_code	occupation_name	display_level	selectable	sort_sequence
413091	Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel	3	T	605
414010	Sales Representatives, Wholesale and Manufacturing	2	T	606
414011	Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products	3	T	607
414012	Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products	3	T	608
419000	Other Sales and Related Workers	1	T	609
419010	Models, Demonstrators, and Product Promoters	2	T	610
419011	Demonstrators and Product Promoters	3	T	611
419012	Models	3	T	612
419020	Real Estate Brokers and Sales Agents	2	T	613
419021	Real Estate Brokers	3	T	614
419022	Real Estate Sales Agents	3	T	615
419031	Sales Engineers	3	T	616
419041	Telemarketers	3	T	617
419090	Miscellaneous Sales and Related Workers	2	T	618
419091	Door-to-Door Sales Workers, News and Street Vendors, and Related Workers	3	T	619
419099	Sales and Related Workers, All Other	3	T	620
430000	Office and Administrative Support Occupations	0	T	621
431011	First-Line Supervisors of Office and Administrative Support Workers	3	T	622
432000	Communications Equipment Operators	1	T	623
432011	Switchboard Operators, Including Answering Service	3	T	624
432021	Telephone Operators	3	T	625
432099	Communications Equipment Operators, All Other	3	T	626
433000	Financial Clerks	1	T	627
433011	Bill and Account Collectors	3	T	628
433021	Billing and Posting Clerks	3	T	629
433031	Bookkeeping, Accounting, and Auditing Clerks	3	T	630
433041	Gambling Cage Workers	3	T	631
433051	Payroll and Timekeeping Clerks	3	T	632
433061	Procurement Clerks	3	T	633
433071	Tellers	3	T	634
433099	Financial Clerks, All Other	3	T	635
434000	Information and Record Clerks	1	T	636
434011	Brokerage Clerks	3	T	637
434021	Correspondence Clerks	3	T	638
434031	Court, Municipal, and License Clerks	3	T	639
434041	Credit Authorizers, Checkers, and Clerks	3	T	640
434051	Customer Service Representatives	3	T	641
434061	Eligibility Interviewers, Government Programs	3	T	642
434071	File Clerks	3	T	643
434081	Hotel, Motel, and Resort Desk Clerks	3	T	644
434111	Interviewers, Except Eligibility and Loan	3	T	645
434121	Library Assistants, Clerical	3	T	646
434131	Loan Interviewers and Clerks	3	T	647
434141	New Accounts Clerks	3	T	648
434151	Order Clerks	3	T	649
434161	Human Resources Assistants, Except Payroll and Timekeeping	3	T	650
434171	Receptionists and Information Clerks	3	T	651
434181	Reservation and Transportation Ticket Agents and Travel Clerks	3	T	652
434199	Information and Record Clerks, All Other	3	T	653
435000	Material Recording, Scheduling, Dispatching, and Distributing Workers	1	T	654
435011	Cargo and Freight Agents	3	T	655
435021	Couriers and Messengers	3	T	656
435030	Dispatchers	2	T	657
435031	Public Safety Telecommunicators	3	T	658
435032	Dispatchers, Except Police, Fire, and Ambulance	3	T	659
435041	Meter Readers, Utilities	3	T	660
435050	Postal Service Workers	2	T	661
435051	Postal Service Clerks	3	T	662
435052	Postal Service Mail Carriers	3	T	663
435053	Postal Service Mail Sorters, Processors, and Processing Machine Operators	3	T	664
435061	Production, Planning, and Expediting Clerks	3	T	665
435071	Shipping, Receiving, and Inventory Clerks	3	T	666
435111	Weighers, Measurers, Checkers, and Samplers, Recordkeeping	3	T	667
436010	Secretaries and Administrative Assistants	2	T	668
436011	Executive Secretaries and Executive Administrative Assistants	3	T	669
436012	Legal Secretaries and Administrative Assistants	3	T	670
436013	Medical Secretaries and Administrative Assistants	3	T	671
436014	Secretaries and Administrative Assistants, Except Legal, Medical, and Executive	3	T	672
439000	Other Office and Administrative Support Workers	1	T	673
439020	Data Entry and Information Processing Workers	2	T	674
439021	Data Entry Keyers	3	T	675
439022	Word Processors and Typists	3	T	676
439031	Desktop Publishers	3	T	677
439041	Insurance Claims and Policy Processing Clerks	3	T	678
439051	Mail Clerks and Mail Machine Operators, Except Postal Service	3	T	679
439061	Office Clerks, General	3	T	680
439071	Office Machine Operators, Except Computer	3	T	681
439081	Proofreaders and Copy Markers	3	T	682
439111	Statistical Assistants	3	T	683
439199	Office and Administrative Support Workers, All Other	3	T	684
450000	Farming, Fishing, and Forestry Occupations	0	T	685
451011	First-Line Supervisors of Farming, Fishing, and Forestry Workers	3	T	686
452000	Agricultural Workers	1	T	687
452011	Agricultural Inspectors	3	T	688
452021	Animal Breeders	3	T	689
452041	Graders and Sorters, Agricultural Products	3	T	690
452090	Miscellaneous Agricultural Workers	2	T	691
452091	Agricultural Equipment Operators	3	T	692
452092	Farmworkers and Laborers, Crop, Nursery, and Greenhouse	3	T	693
452093	Farmworkers, Farm, Ranch, and Aquacultural Animals	3	T	694
452099	Agricultural Workers, All Other	3	T	695
454000	Forest, Conservation, and Logging Workers	1	T	696
454011	Forest and Conservation Workers	3	T	697
454020	Logging Workers	2	T	698
454021	Fallers	3	T	699
454022	Logging Equipment Operators	3	T	700
454023	Log Graders and Scalers	3	T	701
454029	Logging Workers, All Other	3	T	702
470000	Construction and Extraction Occupations	0	T	703
471011	First-Line Supervisors of Construction Trades and Extraction Workers	3	T	704
472000	Construction Trades Workers	1	T	705
472011	Boilermakers	3	T	706
472020	Brickmasons, Blockmasons, and Stonemasons	2	T	707
472021	Brickmasons and Blockmasons	3	T	708
472022	Stonemasons	3	T	709
472031	Carpenters	3	T	710
472040	Carpet, Floor, and Tile Installers and Finishers	2	T	711
472041	Carpet Installers	3	T	712
472042	Floor Layers, Except Carpet, Wood, and Hard Tiles	3	T	713
472043	Floor Sanders and Finishers	3	T	714
472044	Tile and Stone Setters	3	T	715
472050	Cement Masons, Concrete Finishers, and Terrazzo Workers	2	T	716
472051	Cement Masons and Concrete Finishers	3	T	717
472053	Terrazzo Workers and Finishers	3	T	718
472061	Construction Laborers	3	T	719
472070	Construction Equipment Operators	2	T	720
472071	Paving, Surfacing, and Tamping Equipment Operators	3	T	721
472072	Pile Driver Operators	3	T	722
472073	Operating Engineers and Other Construction Equipment Operators	3	T	723
472080	Drywall Installers, Ceiling Tile Installers, and Tapers	2	T	724
472081	Drywall and Ceiling Tile Installers	3	T	725
472082	Tapers	3	T	726
472111	Electricians	3	T	727
472121	Glaziers	3	T	728
472130	Insulation Workers	2	T	729
472131	Insulation Workers, Floor, Ceiling, and Wall	3	T	730
472132	Insulation Workers, Mechanical	3	T	731
472140	Painters and Paperhangers	2	T	732
472141	Painters, Construction and Maintenance	3	T	733
472142	Paperhangers	3	T	734
472150	Pipelayers, Plumbers, Pipefitters, and Steamfitters	2	T	735
472151	Pipelayers	3	T	736
472152	Plumbers, Pipefitters, and Steamfitters	3	T	737
472161	Plasterers and Stucco Masons	3	T	738
472171	Reinforcing Iron and Rebar Workers	3	T	739
472181	Roofers	3	T	740
472211	Sheet Metal Workers	3	T	741
472221	Structural Iron and Steel Workers	3	T	742
472231	Solar Photovoltaic Installers	3	T	743
473010	Helpers, Construction Trades	2	T	744
473011	Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters	3	T	745
473012	Helpers--Carpenters	3	T	746
473013	Helpers--Electricians	3	T	747
473014	Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons	3	T	748
473015	Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters	3	T	749
473016	Helpers--Roofers	3	T	750
473019	Helpers, Construction Trades, All Other	3	T	751
474000	Other Construction and Related Workers	1	T	752
474011	Construction and Building Inspectors	3	T	753
474021	Elevator and Escalator Installers and Repairers	3	T	754
474031	Fence Erectors	3	T	755
474041	Hazardous Materials Removal Workers	3	T	756
474051	Highway Maintenance Workers	3	T	757
474061	Rail-Track Laying and Maintenance Equipment Operators	3	T	758
474071	Septic Tank Servicers and Sewer Pipe Cleaners	3	T	759
474090	Miscellaneous Construction and Related Workers	2	T	760
475000	Extraction Workers	1	T	761
475010	Derrick, Rotary Drill, and Service Unit Operators, Oil and Gas	2	T	762
475011	Derrick Operators, Oil and Gas	3	T	763
475012	Rotary Drill Operators, Oil and Gas	3	T	764
475013	Service Unit Operators, Oil and Gas	3	T	765
475022	Excavating and Loading Machine and Dragline Operators, Surface Mining	3	T	766
475041	Continuous Mining Machine Operators	3	T	767
475043	Roof Bolters, Mining	3	T	768
475044	Loading and Moving Machine Operators, Underground Mining	3	T	769
475051	Rock Splitters, Quarry	3	T	770
475071	Roustabouts, Oil and Gas	3	T	771
475081	Helpers--Extraction Workers	3	T	772
475097	Earth Drillers, Except Oil and Gas; and Explosives Workers, Ordnance Handling Experts, and Blasters	3	T	773
475098	Underground Mining Machine Operators and Extraction Workers, All Other	3	T	774
490000	Installation, Maintenance, and Repair Occupations	0	T	775
491011	First-Line Supervisors of Mechanics, Installers, and Repairers	3	T	776
492000	Electrical and Electronic Equipment Mechanics, Installers, and Repairers	1	T	777
492011	Computer, Automated Teller, and Office Machine Repairers	3	T	778
492020	Radio and Telecommunications Equipment Installers and Repairers	2	T	779
492021	Radio, Cellular, and Tower Equipment Installers and Repairers	3	T	780
492022	Telecommunications Equipment Installers and Repairers, Except Line Installers	3	T	781
492090	Miscellaneous Electrical and Electronic Equipment Mechanics, Installers, and Repairers	2	T	782
492091	Avionics Technicians	3	T	783
492092	Electric Motor, Power Tool, and Related Repairers	3	T	784
492093	Electrical and Electronics Installers and Repairers, Transportation Equipment	3	T	785
492094	Electrical and Electronics Repairers, Commercial and Industrial Equipment	3	T	786
492095	Electrical and Electronics Repairers, Powerhouse, Substation, and Relay	3	T	787
492096	Electronic Equipment Installers and Repairers, Motor Vehicles	3	T	788
492097	Audiovisual Equipment Installers and Repairers	3	T	789
492098	Security and Fire Alarm Systems Installers	3	T	790
493000	Vehicle and Mobile Equipment Mechanics, Installers, and Repairers	1	T	791
493011	Aircraft Mechanics and Service Technicians	3	T	792
493020	Automotive Technicians and Repairers	2	T	793
493021	Automotive Body and Related Repairers	3	T	794
493022	Automotive Glass Installers and Repairers	3	T	795
493023	Automotive Service Technicians and Mechanics	3	T	796
493031	Bus and Truck Mechanics and Diesel Engine Specialists	3	T	797
493040	Heavy Vehicle and Mobile Equipment Service Technicians and Mechanics	2	T	798
493041	Farm Equipment Mechanics and Service Technicians	3	T	799
493042	Mobile Heavy Equipment Mechanics, Except Engines	3	T	800
493043	Rail Car Repairers	3	T	801
493050	Small Engine Mechanics	2	T	802
493051	Motorboat Mechanics and Service Technicians	3	T	803
493052	Motorcycle Mechanics	3	T	804
493053	Outdoor Power Equipment and Other Small Engine Mechanics	3	T	805
493090	Miscellaneous Vehicle and Mobile Equipment Mechanics, Installers, and Repairers	2	T	806
493091	Bicycle Repairers	3	T	807
493092	Recreational Vehicle Service Technicians	3	T	808
493093	Tire Repairers and Changers	3	T	809
499000	Other Installation, Maintenance, and Repair Occupations	1	T	810
499010	Control and Valve Installers and Repairers	2	T	811
499011	Mechanical Door Repairers	3	T	812
499012	Control and Valve Installers and Repairers, Except Mechanical Door	3	T	813
499021	Heating, Air Conditioning, and Refrigeration Mechanics and Installers	3	T	814
499031	Home Appliance Repairers	3	T	815
499040	Industrial Machinery Installation, Repair, and Maintenance Workers	2	T	816
499041	Industrial Machinery Mechanics	3	T	817
499043	Maintenance Workers, Machinery	3	T	818
499044	Millwrights	3	T	819
499045	Refractory Materials Repairers, Except Brickmasons	3	T	820
499050	Line Installers and Repairers	2	T	821
499051	Electrical Power-Line Installers and Repairers	3	T	822
499052	Telecommunications Line Installers and Repairers	3	T	823
499060	Precision Instrument and Equipment Repairers	2	T	824
499061	Camera and Photographic Equipment Repairers	3	T	825
499062	Medical Equipment Repairers	3	T	826
499063	Musical Instrument Repairers and Tuners	3	T	827
499064	Watch and Clock Repairers	3	T	828
499069	Precision Instrument and Equipment Repairers, All Other	3	T	829
499071	Maintenance and Repair Workers, General	3	T	830
499081	Wind Turbine Service Technicians	3	T	831
499090	Miscellaneous Installation, Maintenance, and Repair Workers	2	T	832
499091	Coin, Vending, and Amusement Machine Servicers and Repairers	3	T	833
499092	Commercial Divers	3	T	834
499094	Locksmiths and Safe Repairers	3	T	835
499095	Manufactured Building and Mobile Home Installers	3	T	836
499096	Riggers	3	T	837
499097	Signal and Track Switch Repairers	3	T	838
499098	Helpers--Installation, Maintenance, and Repair Workers	3	T	839
499099	Installation, Maintenance, and Repair Workers, All Other	3	T	840
510000	Production Occupations	0	T	841
511011	First-Line Supervisors of Production and Operating Workers	3	T	842
512000	Assemblers and Fabricators	1	T	843
512011	Aircraft Structure, Surfaces, Rigging, and Systems Assemblers	3	T	844
512020	Electrical, Electronics, and Electromechanical Assemblers	2	T	845
512021	Coil Winders, Tapers, and Finishers	3	T	846
512028	Electrical, electronic, and electromechanical assemblers, except coil winders, tapers, and finishers	3	T	847
512031	Engine and Other Machine Assemblers	3	T	848
512041	Structural Metal Fabricators and Fitters	3	T	849
512051	Fiberglass Laminators and Fabricators	3	T	850
512061	Timing Device Assemblers and Adjusters	3	T	851
512090	Miscellaneous Assemblers and Fabricators	2	T	852
513000	Food Processing Workers	1	T	853
513011	Bakers	3	T	854
513020	Butchers and Other Meat, Poultry, and Fish Processing Workers	2	T	855
513021	Butchers and Meat Cutters	3	T	856
513022	Meat, Poultry, and Fish Cutters and Trimmers	3	T	857
513023	Slaughterers and Meat Packers	3	T	858
513090	Miscellaneous Food Processing Workers	2	T	859
513091	Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders	3	T	860
513092	Food Batchmakers	3	T	861
513093	Food Cooking Machine Operators and Tenders	3	T	862
513099	Food Processing Workers, All Other	3	T	863
514000	Metal Workers and Plastic Workers	1	T	864
514020	Forming Machine Setters, Operators, and Tenders, Metal and Plastic	2	T	865
514021	Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic	3	T	866
514022	Forging Machine Setters, Operators, and Tenders, Metal and Plastic	3	T	867
514023	Rolling Machine Setters, Operators, and Tenders, Metal and Plastic	3	T	868
514030	Machine Tool Cutting Setters, Operators, and Tenders, Metal and Plastic	2	T	869
514031	Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic	3	T	870
514032	Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic	3	T	871
514033	Grinding/Lapping/Polishing/Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic	3	T	872
514034	Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic	3	T	873
514035	Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic	3	T	874
514041	Machinists	3	T	875
514050	Metal Furnace Operators, Tenders, Pourers, and Casters	2	T	876
514051	Metal-Refining Furnace Operators and Tenders	3	T	877
514052	Pourers and Casters, Metal	3	T	878
514060	Model Makers and Patternmakers, Metal and Plastic	2	T	879
514061	Model Makers, Metal and Plastic	3	T	880
514062	Patternmakers, Metal and Plastic	3	T	881
514070	Molders and Molding Machine Setters, Operators, and Tenders, Metal and Plastic	2	T	882
514071	Foundry Mold and Coremakers	3	T	883
514072	Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic	3	T	884
514081	Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic	3	T	885
514111	Tool and Die Makers	3	T	886
514120	Welding, Soldering, and Brazing Workers	2	T	887
514121	Welders, Cutters, Solderers, and Brazers	3	T	888
514122	Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders	3	T	889
514190	Miscellaneous Metal Workers and Plastic Workers	2	T	890
514191	Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic	3	T	891
514192	Layout Workers, Metal and Plastic	3	T	892
514193	Plating Machine Setters, Operators, and Tenders, Metal and Plastic	3	T	893
514194	Tool Grinders, Filers, and Sharpeners	3	T	894
514199	Metal Workers and Plastic Workers, All Other	3	T	895
515110	Printing Workers	2	T	896
515111	Prepress Technicians and Workers	3	T	897
515112	Printing Press Operators	3	T	898
515113	Print Binding and Finishing Workers	3	T	899
516000	Textile, Apparel, and Furnishings Workers	1	T	900
516011	Laundry and Dry-Cleaning Workers	3	T	901
516021	Pressers, Textile, Garment, and Related Materials	3	T	902
516031	Sewing Machine Operators	3	T	903
516040	Shoe and Leather Workers	2	T	904
516041	Shoe and Leather Workers and Repairers	3	T	905
516042	Shoe Machine Operators and Tenders	3	T	906
516050	Tailors, Dressmakers, and Sewers	2	T	907
516051	Sewers, Hand	3	T	908
516052	Tailors, Dressmakers, and Custom Sewers	3	T	909
516060	Textile Machine Setters, Operators, and Tenders	2	T	910
516061	Textile Bleaching and Dyeing Machine Operators and Tenders	3	T	911
516062	Textile Cutting Machine Setters, Operators, and Tenders	3	T	912
516063	Textile Knitting and Weaving Machine Setters, Operators, and Tenders	3	T	913
516064	Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders	3	T	914
516090	Miscellaneous Textile, Apparel, and Furnishings Workers	2	T	915
516091	Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers	3	T	916
516092	Fabric and Apparel Patternmakers	3	T	917
516093	Upholsterers	3	T	918
516099	Textile, Apparel, and Furnishings Workers, All Other	3	T	919
517000	Woodworkers	1	T	920
517011	Cabinetmakers and Bench Carpenters	3	T	921
517021	Furniture Finishers	3	T	922
517030	Model Makers and Patternmakers, Wood	2	T	923
517031	Model Makers, Wood	3	T	924
517032	Patternmakers, Wood	3	T	925
517040	Woodworking Machine Setters, Operators, and Tenders	2	T	926
517041	Sawing Machine Setters, Operators, and Tenders, Wood	3	T	927
517042	Woodworking Machine Setters, Operators, and Tenders, Except Sawing	3	T	928
517099	Woodworkers, All Other	3	T	929
518000	Plant and System Operators	1	T	930
518010	Power Plant Operators, Distributors, and Dispatchers	2	T	931
518011	Nuclear Power Reactor Operators	3	T	932
518012	Power Distributors and Dispatchers	3	T	933
518013	Power Plant Operators	3	T	934
518021	Stationary Engineers and Boiler Operators	3	T	935
518031	Water and Wastewater Treatment Plant and System Operators	3	T	936
518090	Miscellaneous Plant and System Operators	2	T	937
518091	Chemical Plant and System Operators	3	T	938
518092	Gas Plant Operators	3	T	939
518093	Petroleum Pump System Operators, Refinery Operators, and Gaugers	3	T	940
518099	Plant and System Operators, All Other	3	T	941
519000	Other Production Occupations	1	T	942
519010	Chemical Processing Machine Setters, Operators, and Tenders	2	T	943
519011	Chemical Equipment Operators and Tenders	3	T	944
519012	Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders	3	T	945
519020	Crushing, Grinding, Polishing, Mixing, and Blending Workers	2	T	946
519021	Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders	3	T	947
519022	Grinding and Polishing Workers, Hand	3	T	948
519023	Mixing and Blending Machine Setters, Operators, and Tenders	3	T	949
519030	Cutting Workers	2	T	950
519031	Cutters and Trimmers, Hand	3	T	951
519032	Cutting and Slicing Machine Setters, Operators, and Tenders	3	T	952
519041	Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders	3	T	953
519051	Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders	3	T	954
519061	Inspectors, Testers, Sorters, Samplers, and Weighers	3	T	955
519071	Jewelers and Precious Stone and Metal Workers	3	T	956
519080	Dental and Ophthalmic Laboratory Technicians and Medical Appliance Technicians	2	T	957
519081	Dental Laboratory Technicians	3	T	958
519082	Medical Appliance Technicians	3	T	959
519083	Ophthalmic Laboratory Technicians	3	T	960
519111	Packaging and Filling Machine Operators and Tenders	3	T	961
519120	Painting Workers	2	T	962
519123	Painting, Coating, and Decorating Workers	3	T	963
519124	Coating, Painting, and Spraying Machine Setters, Operators, and Tenders	3	T	964
519141	Semiconductor Processing Technicians	3	T	965
519151	Photographic Process Workers and Processing Machine Operators	3	T	966
519160	Computer Numerically Controlled Tool Operators and Programmers	2	T	967
519161	Computer Numerically Controlled Tool Operators	3	T	968
519162	Computer Numerically Controlled Tool Programmers	3	T	969
519190	Miscellaneous Production Workers	2	T	970
519191	Adhesive Bonding Machine Operators and Tenders	3	T	971
519192	Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders	3	T	972
519193	Cooling and Freezing Equipment Operators and Tenders	3	T	973
519194	Etchers and Engravers	3	T	974
519195	Molders, Shapers, and Casters, Except Metal and Plastic	3	T	975
519196	Paper Goods Machine Setters, Operators, and Tenders	3	T	976
519197	Tire Builders	3	T	977
519198	Helpers--Production Workers	3	T	978
519199	Production Workers, All Other	3	T	979
530000	Transportation and Material Moving Occupations	0	T	980
531040	First-Line Supervisors of Transportation and Material Moving Workers	2	T	982
531041	Aircraft Cargo Handling Supervisors	3	T	983
531047	First-Line Supervisors of Transportation Workers, Except Aircraft Cargo Handling Supervisors	3	T	984
532000	Air Transportation Workers	1	T	985
532010	Aircraft Pilots and Flight Engineers	2	T	986
532011	Airline Pilots, Copilots, and Flight Engineers	3	T	987
532012	Commercial Pilots	3	T	988
532020	Air Traffic Controllers and Airfield Operations Specialists	2	T	989
532021	Air Traffic Controllers	3	T	990
532022	Airfield Operations Specialists	3	T	991
532031	Flight Attendants	3	T	992
533000	Motor Vehicle Operators	1	T	993
533011	Ambulance Drivers and Attendants, Except Emergency Medical Technicians	3	T	994
533030	Driver/Sales Workers and Truck Drivers	2	T	995
533031	Driver/Sales Workers	3	T	996
533032	Heavy and Tractor-Trailer Truck Drivers	3	T	997
533033	Light Truck Drivers	3	T	998
533050	Passenger Vehicle Drivers	2	T	999
533052	Bus Drivers, Transit and Intercity	3	T	1000
533058	Passenger Vehicle Drivers, Except Bus Drivers, Transit and Intercity	3	T	1001
533099	Motor Vehicle Operators, All Other	3	T	1002
534000	Rail Transportation Workers	1	T	1003
534010	Locomotive Engineers and Operators	2	T	1004
534011	Locomotive Engineers	3	T	1005
534013	Rail Yard Engineers, Dinkey Operators, and Hostlers	3	T	1006
534022	Railroad Brake, Signal, and Switch Operators and Locomotive Firers	3	T	1007
534031	Railroad Conductors and Yardmasters	3	T	1008
534041	Subway and Streetcar Operators	3	T	1009
534099	Rail Transportation Workers, All Other	3	T	1010
535000	Water Transportation Workers	1	T	1011
535011	Sailors and Marine Oilers	3	T	1012
535020	Ship and Boat Captains and Operators	2	T	1013
535021	Captains, Mates, and Pilots of Water Vessels	3	T	1014
535022	Motorboat Operators	3	T	1015
535031	Ship Engineers	3	T	1016
536000	Other Transportation Workers	1	T	1017
536011	Bridge and Lock Tenders	3	T	1018
536021	Parking Attendants	3	T	1019
536031	Automotive and Watercraft Service Attendants	3	T	1020
536041	Traffic Technicians	3	T	1021
536051	Transportation Inspectors	3	T	1022
536061	Passenger Attendants	3	T	1023
536098	Aircraft Service Attendants and Transportation Workers, All Other	3	T	1024
537000	Material Moving Workers	1	T	1025
537011	Conveyor Operators and Tenders	3	T	1026
537021	Crane and Tower Operators	3	T	1027
537031	Dredge Operators	3	T	1029
537041	Hoist and Winch Operators	3	T	1030
537051	Industrial Truck and Tractor Operators	3	T	1031
537060	Laborers and Material Movers	2	T	1032
537061	Cleaners of Vehicles and Equipment	3	T	1033
537062	Laborers and Freight, Stock, and Material Movers, Hand	3	T	1034
537063	Machine Feeders and Offbearers	3	T	1035
537064	Packers and Packagers, Hand	3	T	1036
537065	Stockers and Order Fillers	3	T	1037
537070	Pumping Station Operators	2	T	1038
537071	Gas Compressor and Gas Pumping Station Operators	3	T	1039
537072	Pump Operators, Except Wellhead Pumpers	3	T	1040
537073	Wellhead Pumpers	3	T	1041
537081	Refuse and Recyclable Material Collectors	3	T	1042
537121	Tank Car, Truck, and Ship Loaders	3	T	1044
537199	Material Moving Workers, All Other	3	T	1045
