series_id        	sector_code	measure_code	duration_code	base_year	series_title	footnote_codes	begin_year	begin_period	end_year	end_period
MPU5100681       	5100	68	1	-	Labor Factor Shares, Levels,  (NAICS 331 )		1987	A01	2019	A01
MPU5100691       	5100	69	1	-	Energy Factor Shares, Levels,  (NAICS 331 )		1987	A01	2019	A01
MPU5100701       	5100	70	1	-	Materials Factor Shares, Levels,  (NAICS 331 )		1987	A01	2019	A01
MPU5100711       	5100	71	1	-	Purchased Services Factor Shares, Levels,  (NAICS 331 )		1987	A01	2019	A01
MPU5100742       	5100	74	2	2012	Contribution of Energy Intensity, Indexes = 100.000,  (NAICS 331 )		1987	A01	2019	A01
MPU5100743       	5100	74	3	-	Contribution of Energy Intensity, % change year ago,  (NAICS 331 )		1988	A01	2019	A01
MPU5100762       	5100	76	2	2012	Contribution of Materials Intensity, Indexes = 100.000,  (NAICS 331 )		1987	A01	2019	A01
MPU5100763       	5100	76	3	-	Contribution of Materials Intensity, % change year ago,  (NAICS 331 )		1988	A01	2019	A01
MPU5100772       	5100	77	2	2012	Contribution of Purchased Services Intensity, Indexes = 100.000,  (NAICS 331 )		1987	A01	2019	A01
MPU5100773       	5100	77	3	-	Contribution of Purchased Services Intensity, % change year ago,  (NAICS 331 )		1988	A01	2019	A01
MPU5100782       	5100	78	2	2012	Contribution of Intermediate Inputs, Indexes = 100.000,  (NAICS 331 )		1987	A01	2019	A01
MPU5100783       	5100	78	3	-	Contribution of Intermediate Inputs, % change year ago,  (NAICS 331 )		1988	A01	2019	A01
MPU5150012       	5150	01	2	2012	Multifactor Productivity, Indexes = 100.000,  (NAICS 332 )	04	1987	A01	2019	A01
MPU5150013       	5150	01	3	-	Multifactor Productivity, % change year ago,  (NAICS 332 )	04	1988	A01	2019	A01
MPU5150032       	5150	03	2	2012	Combined Inputs, Indexes = 100.000,  (NAICS 332 )	06	1987	A01	2019	A01
MPU5150033       	5150	03	3	-	Combined Inputs, % change year ago,  (NAICS 332 )	06	1988	A01	2019	A01
MPU5150042       	5150	04	2	2012	Capital Services, Indexes = 100.000,  (NAICS 332 )	00	1987	A01	2019	A01
MPU5150043       	5150	04	3	-	Capital Services, % change year ago,  (NAICS 332 )	00	1988	A01	2019	A01
MPU5150052       	5150	05	2	2012	Labor Input, Indexes = 100.000,  (NAICS 332 )	03	1987	A01	2019	A01
MPU5150053       	5150	05	3	-	Labor Input, % change year ago,  (NAICS 332 )	03	1988	A01	2019	A01
MPU5150062       	5150	06	2	2012	Labor Productivity, Indexes = 100.000,  (NAICS 332 )	08	1987	A01	2019	A01
MPU5150063       	5150	06	3	-	Labor Productivity, % change year ago,  (NAICS 332 )	08	1988	A01	2019	A01
MPU5150072       	5150	07	2	2012	Output per unit of Capital Services, Indexes = 100.000,  (NAICS 332 )		1987	A01	2019	A01
MPU5150073       	5150	07	3	-	Output per unit of Capital Services, % change year ago,  (NAICS 332 )		1988	A01	2019	A01
MPU5150082       	5150	08	2	2012	Capital Intensity, Indexes = 100.000,  (NAICS 332 )	11	1987	A01	2019	A01
MPU5150083       	5150	08	3	-	Capital Intensity, % change year ago,  (NAICS 332 )	11	1988	A01	2019	A01
MPU5150152       	5150	15	2	2012	Contribution of Capital Intensity, Indexes = 100.000,  (NAICS 332 )		1987	A01	2019	A01
MPU5150153       	5150	15	3	-	Contribution of Capital Intensity, % change year ago,  (NAICS 332 )		1988	A01	2019	A01
MPU5150162       	5150	16	2	2012	Contribution of Information Capital Intensity, Indexes = 100.000,  (NAICS 332 )		1987	A01	2019	A01
MPU5150163       	5150	16	3	-	Contribution of Information Capital Intensity, % change year ago,  (NAICS 332 )		1988	A01	2019	A01
MPU5150172       	5150	17	2	2012	Contribution of capital services excluding IPP and IPE intensity, Indexes = 100.000,  (NAICS 332 )		1987	A01	2019	A01
MPU5150173       	5150	17	3	-	Contribution of capital services excluding IPP and IPE intensity, % change year ago,  (NAICS 332 )		1988	A01	2019	A01
MPU5150182       	5150	18	2	2012	Contribution of Labor Composition, Indexes = 100.000,  (NAICS 332 )		1987	A01	2019	A01
MPU5150183       	5150	18	3	-	Contribution of Labor Composition, % change year ago,  (NAICS 332 )		1988	A01	2019	A01
MPU5150192       	5150	19	2	2012	Contribution of research and development (R&D) intensity  to labor productivity , Indexes = 100.000, (NAICS 332)		1987	A01	2019	A01
MPU5150193       	5150	19	3	-	Contribution of research and development (R&D) intensity  to labor productivity , % Change Year Ago, (NAICS 332)		1988	A01	2019	A01
MPU5150202       	5150	20	2	2012	Contribution of intellectual property products excluding R&D intensity, Indexes = 100.000,  (NAICS 332 )		1987	A01	2019	A01
MPU5150203       	5150	20	3	-	Contribution of intellectual property products excluding R&D intensity, % change year ago,  (NAICS 332 )		1988	A01	2019	A01
MPU5150512       	5150	51	2	2012	Sectoral Output, Indexes = 100.000,  (NAICS 332 )	05	1987	A01	2019	A01
MPU5150513       	5150	51	3	-	Sectoral Output, % change year ago,  (NAICS 332 )	05	1988	A01	2019	A01
MPU5150552       	5150	55	2	2012	Energy, Indexes = 100.000,  (NAICS 332 )		1987	A01	2019	A01
MPU5150553       	5150	55	3	-	Energy, % change year ago,  (NAICS 332 )		1988	A01	2019	A01
MPU5150562       	5150	56	2	2012	Materials, Indexes = 100.000,  (NAICS 332 )	07	1987	A01	2019	A01
MPU5150563       	5150	56	3	-	Materials, % change year ago,  (NAICS 332 )	07	1988	A01	2019	A01
MPU5150572       	5150	57	2	2012	Purchased Services, Indexes = 100.000,  (NAICS 332 )		1987	A01	2019	A01
MPU5150573       	5150	57	3	-	Purchased Services, % change year ago,  (NAICS 332 )		1988	A01	2019	A01
MPU5150611       	5150	61	1	-	Value of Production, billions of current dollars, Levels,  (NAICS 332 )		1987	A01	2019	A01
MPU5150621       	5150	62	1	-	Capital Payments, billions of current dollars, Levels,  (NAICS 332 )		1987	A01	2019	A01
MPU5150631       	5150	63	1	-	Cost of Labor, billions of current dollars, Levels,  (NAICS 332 )		1987	A01	2019	A01
MPU5150641       	5150	64	1	-	Cost of Energy, billions of current dollars, Levels,  (NAICS 332 )		1987	A01	2019	A01
MPU5150651       	5150	65	1	-	Cost of Materials, billions of current dollars, Levels,  (NAICS 332 )		1987	A01	2019	A01
MPU5150661       	5150	66	1	-	Cost of Purchased Services, billions of current dollars, Levels,  (NAICS 332 )		1987	A01	2019	A01
MPU5150671       	5150	67	1	-	Capital Factor Shares, Levels,  (NAICS 332 )		1987	A01	2019	A01
MPU5150681       	5150	68	1	-	Labor Factor Shares, Levels,  (NAICS 332 )		1987	A01	2019	A01
MPU5150691       	5150	69	1	-	Energy Factor Shares, Levels,  (NAICS 332 )		1987	A01	2019	A01
MPU5150701       	5150	70	1	-	Materials Factor Shares, Levels,  (NAICS 332 )		1987	A01	2019	A01
MPU5150711       	5150	71	1	-	Purchased Services Factor Shares, Levels,  (NAICS 332 )		1987	A01	2019	A01
MPU5150742       	5150	74	2	2012	Contribution of Energy Intensity, Indexes = 100.000,  (NAICS 332 )		1987	A01	2019	A01
MPU5150743       	5150	74	3	-	Contribution of Energy Intensity, % change year ago,  (NAICS 332 )		1988	A01	2019	A01
MPU5150762       	5150	76	2	2012	Contribution of Materials Intensity, Indexes = 100.000,  (NAICS 332 )		1987	A01	2019	A01
MPU5150763       	5150	76	3	-	Contribution of Materials Intensity, % change year ago,  (NAICS 332 )		1988	A01	2019	A01
MPU5150772       	5150	77	2	2012	Contribution of Purchased Services Intensity, Indexes = 100.000,  (NAICS 332 )		1987	A01	2019	A01
MPU5150773       	5150	77	3	-	Contribution of Purchased Services Intensity, % change year ago,  (NAICS 332 )		1988	A01	2019	A01
MPU5150782       	5150	78	2	2012	Contribution of Intermediate Inputs, Indexes = 100.000,  (NAICS 332 )		1987	A01	2019	A01
MPU5150783       	5150	78	3	-	Contribution of Intermediate Inputs, % change year ago,  (NAICS 332 )		1988	A01	2019	A01
MPU5200012       	5200	01	2	2012	Multifactor Productivity, Indexes = 100.000,  (NAICS 333 )	04	1987	A01	2019	A01
MPU5200013       	5200	01	3	-	Multifactor Productivity, % change year ago,  (NAICS 333 )	04	1988	A01	2019	A01
MPU5200032       	5200	03	2	2012	Combined Inputs, Indexes = 100.000,  (NAICS 333 )	06	1987	A01	2019	A01
MPU5200033       	5200	03	3	-	Combined Inputs, % change year ago,  (NAICS 333 )	06	1988	A01	2019	A01
MPU5200042       	5200	04	2	2012	Capital Services, Indexes = 100.000,  (NAICS 333 )	00	1987	A01	2019	A01
MPU5200043       	5200	04	3	-	Capital Services, % change year ago,  (NAICS 333 )	00	1988	A01	2019	A01
MPU5200052       	5200	05	2	2012	Labor Input, Indexes = 100.000,  (NAICS 333 )	03	1987	A01	2019	A01
MPU5200053       	5200	05	3	-	Labor Input, % change year ago,  (NAICS 333 )	03	1988	A01	2019	A01
MPU5200062       	5200	06	2	2012	Labor Productivity, Indexes = 100.000,  (NAICS 333 )	08	1987	A01	2019	A01
MPU5200063       	5200	06	3	-	Labor Productivity, % change year ago,  (NAICS 333 )	08	1988	A01	2019	A01
MPU5200072       	5200	07	2	2012	Output per unit of Capital Services, Indexes = 100.000,  (NAICS 333 )		1987	A01	2019	A01
MPU5200073       	5200	07	3	-	Output per unit of Capital Services, % change year ago,  (NAICS 333 )		1988	A01	2019	A01
MPU5200082       	5200	08	2	2012	Capital Intensity, Indexes = 100.000,  (NAICS 333 )	11	1987	A01	2019	A01
MPU5200083       	5200	08	3	-	Capital Intensity, % change year ago,  (NAICS 333 )	11	1988	A01	2019	A01
MPU5200152       	5200	15	2	2012	Contribution of Capital Intensity, Indexes = 100.000,  (NAICS 333 )		1987	A01	2019	A01
MPU5200153       	5200	15	3	-	Contribution of Capital Intensity, % change year ago,  (NAICS 333 )		1988	A01	2019	A01
MPU5200162       	5200	16	2	2012	Contribution of Information Capital Intensity, Indexes = 100.000,  (NAICS 333 )		1987	A01	2019	A01
MPU5200163       	5200	16	3	-	Contribution of Information Capital Intensity, % change year ago,  (NAICS 333 )		1988	A01	2019	A01
MPU5200172       	5200	17	2	2012	Contribution of capital services excluding IPP and IPE intensity, Indexes = 100.000,  (NAICS 333 )		1987	A01	2019	A01
MPU5200173       	5200	17	3	-	Contribution of capital services excluding IPP and IPE intensity, % change year ago,  (NAICS 333 )		1988	A01	2019	A01
MPU5200182       	5200	18	2	2012	Contribution of Labor Composition, Indexes = 100.000,  (NAICS 333 )		1987	A01	2019	A01
MPU5200183       	5200	18	3	-	Contribution of Labor Composition, % change year ago,  (NAICS 333 )		1988	A01	2019	A01
MPU5200192       	5200	19	2	2012	Contribution of research and development (R&D) intensity  to labor productivity , Indexes = 100.000, (NAICS 333)		1987	A01	2019	A01
MPU5200193       	5200	19	3	-	Contribution of research and development (R&D) intensity  to labor productivity , % Change Year Ago, (NAICS 333)		1988	A01	2019	A01
MPU5200202       	5200	20	2	2012	Contribution of intellectual property products excluding R&D intensity, Indexes = 100.000,  (NAICS 333 )		1987	A01	2019	A01
MPU5200203       	5200	20	3	-	Contribution of intellectual property products excluding R&D intensity, % change year ago,  (NAICS 333 )		1988	A01	2019	A01
MPU5200512       	5200	51	2	2012	Sectoral Output, Indexes = 100.000,  (NAICS 333 )	05	1987	A01	2019	A01
MPU5200513       	5200	51	3	-	Sectoral Output, % change year ago,  (NAICS 333 )	05	1988	A01	2019	A01
MPU5200552       	5200	55	2	2012	Energy, Indexes = 100.000,  (NAICS 333 )		1987	A01	2019	A01
MPU5200553       	5200	55	3	-	Energy, % change year ago,  (NAICS 333 )		1988	A01	2019	A01
MPU5200562       	5200	56	2	2012	Materials, Indexes = 100.000,  (NAICS 333 )	07	1987	A01	2019	A01
MPU5200563       	5200	56	3	-	Materials, % change year ago,  (NAICS 333 )	07	1988	A01	2019	A01
MPU5200572       	5200	57	2	2012	Purchased Services, Indexes = 100.000,  (NAICS 333 )		1987	A01	2019	A01
MPU5200573       	5200	57	3	-	Purchased Services, % change year ago,  (NAICS 333 )		1988	A01	2019	A01
MPU5200611       	5200	61	1	-	Value of Production, billions of current dollars, Levels,  (NAICS 333 )		1987	A01	2019	A01
MPU5200621       	5200	62	1	-	Capital Payments, billions of current dollars, Levels,  (NAICS 333 )		1987	A01	2019	A01
MPU5200631       	5200	63	1	-	Cost of Labor, billions of current dollars, Levels,  (NAICS 333 )		1987	A01	2019	A01
MPU5200641       	5200	64	1	-	Cost of Energy, billions of current dollars, Levels,  (NAICS 333 )		1987	A01	2019	A01
MPU5200651       	5200	65	1	-	Cost of Materials, billions of current dollars, Levels,  (NAICS 333 )		1987	A01	2019	A01
MPU5200661       	5200	66	1	-	Cost of Purchased Services, billions of current dollars, Levels,  (NAICS 333 )		1987	A01	2019	A01
MPU5200671       	5200	67	1	-	Capital Factor Shares, Levels,  (NAICS 333 )		1987	A01	2019	A01
MPU5200681       	5200	68	1	-	Labor Factor Shares, Levels,  (NAICS 333 )		1987	A01	2019	A01
MPU5200691       	5200	69	1	-	Energy Factor Shares, Levels,  (NAICS 333 )		1987	A01	2019	A01
MPU5200701       	5200	70	1	-	Materials Factor Shares, Levels,  (NAICS 333 )		1987	A01	2019	A01
MPU5200711       	5200	71	1	-	Purchased Services Factor Shares, Levels,  (NAICS 333 )		1987	A01	2019	A01
MPU5200742       	5200	74	2	2012	Contribution of Energy Intensity, Indexes = 100.000,  (NAICS 333 )		1987	A01	2019	A01
MPU5200743       	5200	74	3	-	Contribution of Energy Intensity, % change year ago,  (NAICS 333 )		1988	A01	2019	A01
MPU5200762       	5200	76	2	2012	Contribution of Materials Intensity, Indexes = 100.000,  (NAICS 333 )		1987	A01	2019	A01
MPU5200763       	5200	76	3	-	Contribution of Materials Intensity, % change year ago,  (NAICS 333 )		1988	A01	2019	A01
MPU5200772       	5200	77	2	2012	Contribution of Purchased Services Intensity, Indexes = 100.000,  (NAICS 333 )		1987	A01	2019	A01
MPU5200773       	5200	77	3	-	Contribution of Purchased Services Intensity, % change year ago,  (NAICS 333 )		1988	A01	2019	A01
MPU5200782       	5200	78	2	2012	Contribution of Intermediate Inputs, Indexes = 100.000,  (NAICS 333 )		1987	A01	2019	A01
MPU5200783       	5200	78	3	-	Contribution of Intermediate Inputs, % change year ago,  (NAICS 333 )		1988	A01	2019	A01
MPU5250012       	5250	01	2	2012	Multifactor Productivity, Indexes = 100.000,  (NAICS 334 )	04	1987	A01	2019	A01
MPU5250013       	5250	01	3	-	Multifactor Productivity, % change year ago,  (NAICS 334 )	04	1988	A01	2019	A01
MPU5250032       	5250	03	2	2012	Combined Inputs, Indexes = 100.000,  (NAICS 334 )	06	1987	A01	2019	A01
MPU5250033       	5250	03	3	-	Combined Inputs, % change year ago,  (NAICS 334 )	06	1988	A01	2019	A01
MPU5250042       	5250	04	2	2012	Capital Services, Indexes = 100.000,  (NAICS 334 )	00	1987	A01	2019	A01
MPU5250043       	5250	04	3	-	Capital Services, % change year ago,  (NAICS 334 )	00	1988	A01	2019	A01
MPU5250052       	5250	05	2	2012	Labor Input, Indexes = 100.000,  (NAICS 334 )	03	1987	A01	2019	A01
MPU5250053       	5250	05	3	-	Labor Input, % change year ago,  (NAICS 334 )	03	1988	A01	2019	A01
MPU5250062       	5250	06	2	2012	Labor Productivity, Indexes = 100.000,  (NAICS 334 )	08	1987	A01	2019	A01
MPU5250063       	5250	06	3	-	Labor Productivity, % change year ago,  (NAICS 334 )	08	1988	A01	2019	A01
MPU5250072       	5250	07	2	2012	Output per unit of Capital Services, Indexes = 100.000,  (NAICS 334 )		1987	A01	2019	A01
MPU5250073       	5250	07	3	-	Output per unit of Capital Services, % change year ago,  (NAICS 334 )		1988	A01	2019	A01
MPU5250082       	5250	08	2	2012	Capital Intensity, Indexes = 100.000,  (NAICS 334 )	11	1987	A01	2019	A01
MPU5250083       	5250	08	3	-	Capital Intensity, % change year ago,  (NAICS 334 )	11	1988	A01	2019	A01
MPU5250152       	5250	15	2	2012	Contribution of Capital Intensity, Indexes = 100.000,  (NAICS 334 )		1987	A01	2019	A01
MPU5250153       	5250	15	3	-	Contribution of Capital Intensity, % change year ago,  (NAICS 334 )		1988	A01	2019	A01
MPU5250162       	5250	16	2	2012	Contribution of Information Capital Intensity, Indexes = 100.000,  (NAICS 334 )		1987	A01	2019	A01
MPU5250163       	5250	16	3	-	Contribution of Information Capital Intensity, % change year ago,  (NAICS 334 )		1988	A01	2019	A01
MPU5250172       	5250	17	2	2012	Contribution of capital services excluding IPP and IPE intensity, Indexes = 100.000,  (NAICS 334 )		1987	A01	2019	A01
MPU5250173       	5250	17	3	-	Contribution of capital services excluding IPP and IPE intensity, % change year ago,  (NAICS 334 )		1988	A01	2019	A01
MPU5250182       	5250	18	2	2012	Contribution of Labor Composition, Indexes = 100.000,  (NAICS 334 )		1987	A01	2019	A01
MPU5250183       	5250	18	3	-	Contribution of Labor Composition, % change year ago,  (NAICS 334 )		1988	A01	2019	A01
MPU5250192       	5250	19	2	2012	Contribution of research and development (R&D) intensity  to labor productivity , Indexes = 100.000, (NAICS 334)		1987	A01	2019	A01
MPU5250193       	5250	19	3	-	Contribution of research and development (R&D) intensity  to labor productivity , % Change Year Ago, (NAICS 334)		1988	A01	2019	A01
MPU5250202       	5250	20	2	2012	Contribution of intellectual property products excluding R&D intensity, Indexes = 100.000,  (NAICS 334 )		1987	A01	2019	A01
MPU5250203       	5250	20	3	-	Contribution of intellectual property products excluding R&D intensity, % change year ago,  (NAICS 334 )		1988	A01	2019	A01
MPU5250512       	5250	51	2	2012	Sectoral Output, Indexes = 100.000,  (NAICS 334 )	05	1987	A01	2019	A01
MPU5250513       	5250	51	3	-	Sectoral Output, % change year ago,  (NAICS 334 )	05	1988	A01	2019	A01
MPU5250552       	5250	55	2	2012	Energy, Indexes = 100.000,  (NAICS 334 )		1987	A01	2019	A01
MPU5250553       	5250	55	3	-	Energy, % change year ago,  (NAICS 334 )		1988	A01	2019	A01
MPU5250562       	5250	56	2	2012	Materials, Indexes = 100.000,  (NAICS 334 )	07	1987	A01	2019	A01
MPU5250563       	5250	56	3	-	Materials, % change year ago,  (NAICS 334 )	07	1988	A01	2019	A01
MPU5250572       	5250	57	2	2012	Purchased Services, Indexes = 100.000,  (NAICS 334 )		1987	A01	2019	A01
MPU5250573       	5250	57	3	-	Purchased Services, % change year ago,  (NAICS 334 )		1988	A01	2019	A01
MPU5250611       	5250	61	1	-	Value of Production, billions of current dollars, Levels,  (NAICS 334 )		1987	A01	2019	A01
MPU5250621       	5250	62	1	-	Capital Payments, billions of current dollars, Levels,  (NAICS 334 )		1987	A01	2019	A01
MPU5250631       	5250	63	1	-	Cost of Labor, billions of current dollars, Levels,  (NAICS 334 )		1987	A01	2019	A01
MPU5250641       	5250	64	1	-	Cost of Energy, billions of current dollars, Levels,  (NAICS 334 )		1987	A01	2019	A01
MPU5250651       	5250	65	1	-	Cost of Materials, billions of current dollars, Levels,  (NAICS 334 )		1987	A01	2019	A01
MPU5250661       	5250	66	1	-	Cost of Purchased Services, billions of current dollars, Levels,  (NAICS 334 )		1987	A01	2019	A01
MPU5250671       	5250	67	1	-	Capital Factor Shares, Levels,  (NAICS 334 )		1987	A01	2019	A01
MPU5250681       	5250	68	1	-	Labor Factor Shares, Levels,  (NAICS 334 )		1987	A01	2019	A01
MPU5250691       	5250	69	1	-	Energy Factor Shares, Levels,  (NAICS 334 )		1987	A01	2019	A01
MPU5250701       	5250	70	1	-	Materials Factor Shares, Levels,  (NAICS 334 )		1987	A01	2019	A01
MPU5250711       	5250	71	1	-	Purchased Services Factor Shares, Levels,  (NAICS 334 )		1987	A01	2019	A01
MPU5250742       	5250	74	2	2012	Contribution of Energy Intensity, Indexes = 100.000,  (NAICS 334 )		1987	A01	2019	A01
MPU5250743       	5250	74	3	-	Contribution of Energy Intensity, % change year ago,  (NAICS 334 )		1988	A01	2019	A01
MPU5250762       	5250	76	2	2012	Contribution of Materials Intensity, Indexes = 100.000,  (NAICS 334 )		1987	A01	2019	A01
MPU5250763       	5250	76	3	-	Contribution of Materials Intensity, % change year ago,  (NAICS 334 )		1988	A01	2019	A01
MPU5250772       	5250	77	2	2012	Contribution of Purchased Services Intensity, Indexes = 100.000,  (NAICS 334 )		1987	A01	2019	A01
MPU5250773       	5250	77	3	-	Contribution of Purchased Services Intensity, % change year ago,  (NAICS 334 )		1988	A01	2019	A01
MPU5250782       	5250	78	2	2012	Contribution of Intermediate Inputs, Indexes = 100.000,  (NAICS 334 )		1987	A01	2019	A01
MPU5250783       	5250	78	3	-	Contribution of Intermediate Inputs, % change year ago,  (NAICS 334 )		1988	A01	2019	A01
MPU5300012       	5300	01	2	2012	Multifactor Productivity, Indexes = 100.000,  (NAICS 335 )	04	1987	A01	2019	A01
MPU5300013       	5300	01	3	-	Multifactor Productivity, % change year ago,  (NAICS 335 )	04	1988	A01	2019	A01
MPU5300032       	5300	03	2	2012	Combined Inputs, Indexes = 100.000,  (NAICS 335 )	06	1987	A01	2019	A01
MPU5300033       	5300	03	3	-	Combined Inputs, % change year ago,  (NAICS 335 )	06	1988	A01	2019	A01
MPU5300042       	5300	04	2	2012	Capital Services, Indexes = 100.000,  (NAICS 335 )	00	1987	A01	2019	A01
MPU5300043       	5300	04	3	-	Capital Services, % change year ago,  (NAICS 335 )	00	1988	A01	2019	A01
MPU5300052       	5300	05	2	2012	Labor Input, Indexes = 100.000,  (NAICS 335 )	03	1987	A01	2019	A01
MPU5300053       	5300	05	3	-	Labor Input, % change year ago,  (NAICS 335 )	03	1988	A01	2019	A01
MPU5300062       	5300	06	2	2012	Labor Productivity, Indexes = 100.000,  (NAICS 335 )	08	1987	A01	2019	A01
MPU5300063       	5300	06	3	-	Labor Productivity, % change year ago,  (NAICS 335 )	08	1988	A01	2019	A01
MPU5300072       	5300	07	2	2012	Output per unit of Capital Services, Indexes = 100.000,  (NAICS 335 )		1987	A01	2019	A01
MPU5300073       	5300	07	3	-	Output per unit of Capital Services, % change year ago,  (NAICS 335 )		1988	A01	2019	A01
MPU5300082       	5300	08	2	2012	Capital Intensity, Indexes = 100.000,  (NAICS 335 )	11	1987	A01	2019	A01
MPU5300083       	5300	08	3	-	Capital Intensity, % change year ago,  (NAICS 335 )	11	1988	A01	2019	A01
MPU5300152       	5300	15	2	2012	Contribution of Capital Intensity, Indexes = 100.000,  (NAICS 335 )		1987	A01	2019	A01
MPU5300153       	5300	15	3	-	Contribution of Capital Intensity, % change year ago,  (NAICS 335 )		1988	A01	2019	A01
MPU5300162       	5300	16	2	2012	Contribution of Information Capital Intensity, Indexes = 100.000,  (NAICS 335 )		1987	A01	2019	A01
MPU5300163       	5300	16	3	-	Contribution of Information Capital Intensity, % change year ago,  (NAICS 335 )		1988	A01	2019	A01
MPU5300172       	5300	17	2	2012	Contribution of capital services excluding IPP and IPE intensity, Indexes = 100.000,  (NAICS 335 )		1987	A01	2019	A01
MPU5300173       	5300	17	3	-	Contribution of capital services excluding IPP and IPE intensity, % change year ago,  (NAICS 335 )		1988	A01	2019	A01
MPU5300182       	5300	18	2	2012	Contribution of Labor Composition, Indexes = 100.000,  (NAICS 335 )		1987	A01	2019	A01
MPU5300183       	5300	18	3	-	Contribution of Labor Composition, % change year ago,  (NAICS 335 )		1988	A01	2019	A01
MPU5300192       	5300	19	2	2012	Contribution of research and development (R&D) intensity  to labor productivity , Indexes = 100.000, (NAICS 335)		1987	A01	2019	A01
MPU5300193       	5300	19	3	-	Contribution of research and development (R&D) intensity  to labor productivity , % Change Year Ago, (NAICS 335)		1988	A01	2019	A01
MPU5300202       	5300	20	2	2012	Contribution of intellectual property products excluding R&D intensity, Indexes = 100.000,  (NAICS 335 )		1987	A01	2019	A01
MPU5300203       	5300	20	3	-	Contribution of intellectual property products excluding R&D intensity, % change year ago,  (NAICS 335 )		1988	A01	2019	A01
MPU5300512       	5300	51	2	2012	Sectoral Output, Indexes = 100.000,  (NAICS 335 )	05	1987	A01	2019	A01
MPU5300513       	5300	51	3	-	Sectoral Output, % change year ago,  (NAICS 335 )	05	1988	A01	2019	A01
MPU5300552       	5300	55	2	2012	Energy, Indexes = 100.000,  (NAICS 335 )		1987	A01	2019	A01
MPU5300553       	5300	55	3	-	Energy, % change year ago,  (NAICS 335 )		1988	A01	2019	A01
MPU5300562       	5300	56	2	2012	Materials, Indexes = 100.000,  (NAICS 335 )	07	1987	A01	2019	A01
MPU5300563       	5300	56	3	-	Materials, % change year ago,  (NAICS 335 )	07	1988	A01	2019	A01
MPU5300572       	5300	57	2	2012	Purchased Services, Indexes = 100.000,  (NAICS 335 )		1987	A01	2019	A01
MPU5300573       	5300	57	3	-	Purchased Services, % change year ago,  (NAICS 335 )		1988	A01	2019	A01
MPU5300611       	5300	61	1	-	Value of Production, billions of current dollars, Levels,  (NAICS 335 )		1987	A01	2019	A01
MPU5300621       	5300	62	1	-	Capital Payments, billions of current dollars, Levels,  (NAICS 335 )		1987	A01	2019	A01
MPU5300631       	5300	63	1	-	Cost of Labor, billions of current dollars, Levels,  (NAICS 335 )		1987	A01	2019	A01
MPU5300641       	5300	64	1	-	Cost of Energy, billions of current dollars, Levels,  (NAICS 335 )		1987	A01	2019	A01
MPU5300651       	5300	65	1	-	Cost of Materials, billions of current dollars, Levels,  (NAICS 335 )		1987	A01	2019	A01
MPU5300661       	5300	66	1	-	Cost of Purchased Services, billions of current dollars, Levels,  (NAICS 335 )		1987	A01	2019	A01
MPU5300671       	5300	67	1	-	Capital Factor Shares, Levels,  (NAICS 335 )		1987	A01	2019	A01
MPU5300681       	5300	68	1	-	Labor Factor Shares, Levels,  (NAICS 335 )		1987	A01	2019	A01
MPU5300691       	5300	69	1	-	Energy Factor Shares, Levels,  (NAICS 335 )		1987	A01	2019	A01
MPU5300701       	5300	70	1	-	Materials Factor Shares, Levels,  (NAICS 335 )		1987	A01	2019	A01
MPU5300711       	5300	71	1	-	Purchased Services Factor Shares, Levels,  (NAICS 335 )		1987	A01	2019	A01
MPU5300742       	5300	74	2	2012	Contribution of Energy Intensity, Indexes = 100.000,  (NAICS 335 )		1987	A01	2019	A01
MPU5300743       	5300	74	3	-	Contribution of Energy Intensity, % change year ago,  (NAICS 335 )		1988	A01	2019	A01
MPU5300762       	5300	76	2	2012	Contribution of Materials Intensity, Indexes = 100.000,  (NAICS 335 )		1987	A01	2019	A01
MPU5300763       	5300	76	3	-	Contribution of Materials Intensity, % change year ago,  (NAICS 335 )		1988	A01	2019	A01
MPU5300772       	5300	77	2	2012	Contribution of Purchased Services Intensity, Indexes = 100.000,  (NAICS 335 )		1987	A01	2019	A01
MPU5300773       	5300	77	3	-	Contribution of Purchased Services Intensity, % change year ago,  (NAICS 335 )		1988	A01	2019	A01
MPU5300782       	5300	78	2	2012	Contribution of Intermediate Inputs, Indexes = 100.000,  (NAICS 335 )		1987	A01	2019	A01
MPU5300783       	5300	78	3	-	Contribution of Intermediate Inputs, % change year ago,  (NAICS 335 )		1988	A01	2019	A01
MPU5360012       	5360	01	2	2012	Multifactor Productivity, Indexes = 100.000,  (NAICS 3361-3363 )	04	1987	A01	2019	A01
MPU5360013       	5360	01	3	-	Multifactor Productivity, % change year ago,  (NAICS 3361-3363 )	04	1988	A01	2019	A01
MPU5360032       	5360	03	2	2012	Combined Inputs, Indexes = 100.000,  (NAICS 3361-3363 )	06	1987	A01	2019	A01
MPU5360033       	5360	03	3	-	Combined Inputs, % change year ago,  (NAICS 3361-3363 )	06	1988	A01	2019	A01
MPU5360042       	5360	04	2	2012	Capital Services, Indexes = 100.000,  (NAICS 3361-3363 )	00	1987	A01	2019	A01
MPU5360043       	5360	04	3	-	Capital Services, % change year ago,  (NAICS 3361-3363 )	00	1988	A01	2019	A01
MPU5360052       	5360	05	2	2012	Labor Input, Indexes = 100.000,  (NAICS 3361-3363 )	03	1987	A01	2019	A01
