YEAR,NAICS,SECTOR_CODE_MP,SECTOR_NAME_MP,01_2_MP,01_3_MP,03_2_MP,03_3_MP,04_2_MP,04_3_MP,05_2_MP,05_3_MP,06_2_MP,06_3_MP,07_2_MP,07_3_MP,08_2_MP,08_3_MP,15_2_MP,15_3_MP,16_2_MP,16_3_MP,17_2_MP,17_3_MP,18_2_MP,18_3_MP,19_2_MP,19_3_MP,20_2_MP,20_3_MP,51_2_MP,51_3_MP,55_2_MP,55_3_MP,56_2_MP,56_3_MP,57_2_MP,57_3_MP,61_1_MP,62_1_MP,63_1_MP,64_1_MP,65_1_MP,66_1_MP,67_1_MP,68_1_MP,69_1_MP,70_1_MP,71_1_MP,74_2_MP,74_3_MP,76_2_MP,76_3_MP,77_2_MP,77_3_MP,78_2_MP,78_3_MP
1995,314000,5550,"Textile mills and textile product mills (NAICS 313,314)",      92.830,        -0.1,     201.329,        -0.9,     141.576,         2.2,     240.129,        -2.4,      65.466,         2.4,     132.010,        -3.1,      49.591,         5.7,      93.839,         0.5,      99.561,         0.0,      95.235,         0.4,      95.309,         0.3,      99.356,         0.0,      99.627,         0.1,     186.894,        -1.0,     204.562,        -9.0,     188.999,         0.7,     220.995,        -4.1,      68.911,       5.867,      20.315,       1.765,      33.994,       6.969,       0.085,       0.295,       0.026,       0.493,       0.101,      99.146,        -0.2,      82.111,         2.0,      96.858,        -0.1,      78.850,         1.7
1995,315000,5600,"Apparel and leather and applied products (NAICS 315,316)",     107.400,        -0.5,     509.908,        -0.5,     124.842,         4.6,     341.140,        -4.6,     129.385,         5.3,     438.667,        -5.4,      29.495,        11.3,      90.199,         1.0,      99.014,         0.1,      93.035,         0.8,      91.958,         0.4,      98.443,         0.0,      99.480,         0.0,     547.642,        -1.0,    2593.358,        -6.1,    1088.968,         2.1,     771.884,        -4.4,      75.804,       6.531,      20.160,       0.869,      38.342,       9.902,       0.086,       0.266,       0.011,       0.506,       0.131,     101.831,         0.0,     131.036,         4.2,     108.847,         0.2,     145.035,         4.4
1995,316000,5600,"Apparel and leather and applied products (NAICS 315,316)",     107.400,        -0.5,     509.908,        -0.5,     124.842,         4.6,     341.140,        -4.6,     129.385,         5.3,     438.667,        -5.4,      29.495,        11.3,      90.199,         1.0,      99.014,         0.1,      93.035,         0.8,      91.958,         0.4,      98.443,         0.0,      99.480,         0.0,     547.642,        -1.0,    2593.358,        -6.1,    1088.968,         2.1,     771.884,        -4.4,      75.804,       6.531,      20.160,       0.869,      38.342,       9.902,       0.086,       0.266,       0.011,       0.506,       0.131,     101.831,         0.0,     131.036,         4.2,     108.847,         0.2,     145.035,         4.4
1995,321000,5000,Wood products (NAICS 321),      92.235,         2.8,     133.273,        -0.5,      94.196,         3.1,     152.858,         1.4,      73.091,         1.5,     130.499,        -0.8,      56.009,         2.3,      96.869,         0.2,      99.385,         0.1,      97.705,         0.1,      97.296,         0.2,      99.944,         0.0,      99.830,         0.0,     122.925,         2.3,     108.764,        -6.9,     130.298,        -0.9,     123.585,        -5.7,      70.692,       7.788,      17.755,       1.220,      37.966,       5.963,       0.110,       0.251,       0.017,       0.537,       0.084,      99.034,        -0.1,      87.575,        -0.9,      96.945,        -0.6,      84.079,        -1.6
1995,322000,5650,Paper products (NAICS 322),      93.812,        -6.5,     123.444,         7.2,     117.171,         0.8,     161.516,        -0.4,      66.690,         1.0,      98.835,        -0.6,      67.477,         1.5,      93.117,         0.3,      99.208,         0.1,      95.276,         0.2,      98.195,         0.1,      99.143,         0.0,      99.411,         0.1,     115.805,         0.3,     127.235,         7.4,     102.152,        15.0,     139.181,        13.2,     132.862,      30.534,      31.654,       5.944,      49.982,      14.748,       0.230,       0.238,       0.045,       0.376,       0.111,      98.540,         0.4,      80.755,         5.6,      97.702,         1.5,      77.731,         7.6
1995,323000,5700,Printing and related support activities (NAICS 323),      80.446,        -0.1,     161.562,         1.5,      84.657,         1.5,     179.779,         1.5,      70.101,         0.8,     153.527,        -0.1,      45.660,         0.9,      92.655,         0.0,      99.063,         0.0,      95.436,         0.0,      98.991,         0.3,      99.334,         0.0,      98.744,         0.0,     129.971,         1.4,     114.581,        -2.5,     205.534,         1.9,     105.856,         0.4,      89.981,       4.608,      30.618,       1.026,      44.487,       9.242,       0.051,       0.340,       0.011,       0.494,       0.103,      99.280,         0.0,     103.064,         0.6,      92.849,         0.0,      94.987,         0.5
1995,324000,5750,Petroleum and coal products (NAICS 324),      91.914,        -2.3,      92.058,         4.4,      85.693,         1.2,     108.585,        -4.2,      74.434,         7.4,      98.742,         0.8,      75.382,         6.6,      93.942,         1.1,      99.310,         0.2,      96.590,         0.7,      99.726,         0.1,      98.418,         0.2,      99.490,         0.1,      84.614,         2.0,      34.775,         3.6,      95.973,         5.9,      41.183,         9.6,     143.740,      23.128,      10.138,       2.638,     101.133,       6.703,       0.161,       0.071,       0.018,       0.704,       0.047,      98.817,         0.2,      89.855,         7.8,      97.352,         0.6,      86.367,         8.6
1995,325000,5800,Chemical products (NAICS 325),     110.651,        -3.2,      79.839,         3.3,      49.098,         4.6,     114.763,         0.3,      70.023,         0.7,     179.929,        -4.4,      38.917,         5.3,      74.921,         1.5,      97.226,         0.3,      94.935,         0.4,      98.349,         0.2,      81.694,         0.7,      99.408,         0.1,      88.342,         0.0,     102.915,         7.3,      84.157,         4.4,     121.117,         1.7,     327.224,      97.790,      59.331,       9.942,     106.573,      53.588,       0.299,       0.181,       0.030,       0.326,       0.164,      99.542,         0.2,      87.108,         1.6,      99.048,         0.4,      85.893,         2.2
1995,326000,5850,Plastics and rubber products (NAICS 326),      89.386,        -2.2,     111.193,         4.6,      78.108,         4.4,     130.320,         2.3,      69.993,         1.3,     127.249,        -2.0,      55.005,         3.4,      92.190,         0.5,      99.121,         0.1,      94.651,         0.4,      98.125,         0.3,      99.028,         0.0,      99.248,         0.0,      99.391,         2.3,      98.320,         1.4,     110.545,         5.9,     117.034,         5.2,     136.762,      18.202,      32.807,       2.995,      66.825,      15.932,       0.133,       0.240,       0.022,       0.489,       0.116,      99.079,         0.0,      89.568,         2.3,      97.541,         0.5,      86.554,         2.8
1995,327000,5050,Nonmetallic mineral products (NAICS 327),      98.564,        -0.1,     111.913,         2.7,      76.623,         0.8,     126.614,         2.0,      81.053,         1.4,     143.959,         1.8,      56.302,        -0.4,      90.570,        -0.1,      99.176,         0.0,      93.825,        -0.1,      97.948,         0.2,      97.501,         0.0,      99.852,         0.0,     110.306,         2.6,     145.697,        -4.4,     125.834,         6.3,      83.071,         1.5,      69.857,      12.658,      21.090,       4.560,      24.166,       7.383,       0.181,       0.302,       0.065,       0.346,       0.106,     101.063,        -0.4,      97.577,         1.7,      94.001,         0.0,      92.676,         1.3
1995,331000,5100,Primary metal products (NAICS 331),      85.317,        -3.6,     118.802,         4.8,     109.151,        -0.1,     147.115,         1.4,      63.357,        -0.2,      92.861,         1.1,      68.228,        -1.3,      95.781,        -0.1,      99.808,         0.0,      96.709,        -0.2,      98.305,         0.0,      99.287,         0.0,      99.955,         0.0,     101.359,         1.0,     122.078,        -1.5,     112.203,         8.9,     104.937,         1.9,     138.980,      16.063,      31.491,       7.809,      70.354,      13.262,       0.116,       0.227,       0.056,       0.506,       0.095,      97.927,        -0.2,      84.808,         3.7,      94.966,         0.1,      78.862,         3.6
1995,332000,5150,Fabricated metal products (NAICS 332),     100.856,         0.6,      94.164,         4.6,      79.998,         3.4,     108.828,         3.3,      82.340,         1.9,     118.715,         1.8,      69.359,         0.1,      95.029,         0.0,      99.043,         0.1,      96.971,        -0.1,      98.182,         0.0,      99.300,         0.0,      99.665,         0.1,      94.970,         5.2,     108.624,         1.1,      91.539,         5.0,      79.975,         9.6,     202.624,      30.828,      67.567,       2.860,      79.720,      21.650,       0.152,       0.333,       0.014,       0.393,       0.107,     100.003,         0.0,      91.700,         0.7,      95.419,         0.6,      87.487,         1.3
1995,333000,5200,Machinery (NAICS 333),      91.328,         0.4,      90.565,         6.6,      69.495,         4.8,     121.634,         4.1,      62.328,         2.9,     119.018,         2.1,      52.368,         0.8,      92.315,         0.1,      98.329,         0.1,      96.682,         0.0,      97.471,         0.0,      98.075,        -0.1,      99.038,         0.1,      82.711,         7.0,     143.823,        -2.4,      77.035,         9.8,     100.074,         4.3,     224.341,      26.675,      68.209,       1.837,     100.219,      27.400,       0.119,       0.304,       0.008,       0.447,       0.122,     100.080,        -0.1,      78.885,         2.4,      96.070,         0.0,      75.826,         2.4
1995,334000,5250,Computer and electronic products (NAICS 334),      30.817,        16.8,     113.054,        10.2,      45.859,         8.1,     132.995,         2.9,      21.463,        25.5,      75.970,        19.1,      28.252,         5.4,      78.257,         0.9,      96.601,         0.2,      94.548,         0.4,      93.460,         0.1,      89.152,         0.2,      96.145,         0.2,      34.839,        28.7,     380.469,        12.5,     216.634,        18.1,     134.903,         9.3,     331.939,      60.177,      99.036,       2.713,     124.246,      45.768,       0.181,       0.298,       0.008,       0.374,       0.138,     100.668,         0.1,      97.133,         5.3,      97.385,         0.9,      95.085,         6.3
1995,335000,5300,"Electrical equipment, appliances, and components (NAICS 335)",      95.987,        -2.0,     118.510,         4.3,      86.851,         2.4,     147.618,        -0.6,      69.695,         3.2,     130.976,        -0.2,      53.212,         3.5,      89.953,         0.7,      98.593,         0.1,      94.941,         0.5,      97.249,         0.1,      96.973,         0.0,      99.140,         0.1,     113.754,         2.2,     125.244,        -5.0,     118.097,        10.5,     111.920,        -4.2,      95.370,      19.128,      25.077,       0.726,      42.642,       7.796,       0.201,       0.263,       0.008,       0.447,       0.082,      99.927,         0.0,      85.926,         4.8,      96.668,        -0.3,      82.984,         4.5
1995,336100,5360,"Motor vehicles, bodies and trailers, and parts (NAICS 3361-3363)",      83.923,        -0.4,      94.032,         2.7,      78.467,         7.0,     140.936,         3.4,      50.561,        -1.3,     100.571,        -4.4,      50.274,         3.2,      92.336,         0.4,      99.223,         0.1,      95.088,         0.1,      98.050,         0.0,      98.144,         0.1,      99.712,         0.1,      78.915,         2.3,     116.483,       -12.7,      79.966,         4.6,     158.665,       -12.8,     312.529,      37.826,      66.042,       1.700,     178.673,      28.289,       0.121,       0.211,       0.005,       0.572,       0.091,      99.713,        -0.1,      66.964,         0.5,      99.659,        -1.7,      66.567,        -1.3
1995,336200,5360,"Motor vehicles, bodies and trailers, and parts (NAICS 3361-3363)",      83.923,        -0.4,      94.032,         2.7,      78.467,         7.0,     140.936,         3.4,      50.561,        -1.3,     100.571,        -4.4,      50.274,         3.2,      92.336,         0.4,      99.223,         0.1,      95.088,         0.1,      98.050,         0.0,      98.144,         0.1,      99.712,         0.1,      78.915,         2.3,     116.483,       -12.7,      79.966,         4.6,     158.665,       -12.8,     312.529,      37.826,      66.042,       1.700,     178.673,      28.289,       0.121,       0.211,       0.005,       0.572,       0.091,      99.713,        -0.1,      66.964,         0.5,      99.659,        -1.7,      66.567,        -1.3
1995,336300,5360,"Motor vehicles, bodies and trailers, and parts (NAICS 3361-3363)",      83.923,        -0.4,      94.032,         2.7,      78.467,         7.0,     140.936,         3.4,      50.561,        -1.3,     100.571,        -4.4,      50.274,         3.2,      92.336,         0.4,      99.223,         0.1,      95.088,         0.1,      98.050,         0.0,      98.144,         0.1,      99.712,         0.1,      78.915,         2.3,     116.483,       -12.7,      79.966,         4.6,     158.665,       -12.8,     312.529,      37.826,      66.042,       1.700,     178.673,      28.289,       0.121,       0.211,       0.005,       0.572,       0.091,      99.713,        -0.1,      66.964,         0.5,      99.659,        -1.7,      66.567,        -1.3
1995,336400,5370,Other transportation equipment (NAICS 3364-3369),      91.912,         0.3,      72.455,        -4.9,      71.606,        -1.7,      96.858,        -3.9,      62.398,        -0.5,      93.001,        -2.9,      67.093,         2.5,      94.008,         0.2,      98.852,         0.1,     102.736,        -0.3,      96.970,         0.1,      98.250,         0.1,      98.660,         0.0,      66.594,        -4.6,     105.267,       -15.8,      66.355,        -4.3,      53.136,       -11.9,     120.527,      10.002,      41.898,       0.871,      54.256,      13.499,       0.083,       0.348,       0.007,       0.450,       0.112,      99.968,        -0.1,      81.611,        -0.1,      91.282,        -1.0,      74.450,        -1.1
1995,336500,5370,Other transportation equipment (NAICS 3364-3369),      91.912,         0.3,      72.455,        -4.9,      71.606,        -1.7,      96.858,        -3.9,      62.398,        -0.5,      93.001,        -2.9,      67.093,         2.5,      94.008,         0.2,      98.852,         0.1,     102.736,        -0.3,      96.970,         0.1,      98.250,         0.1,      98.660,         0.0,      66.594,        -4.6,     105.267,       -15.8,      66.355,        -4.3,      53.136,       -11.9,     120.527,      10.002,      41.898,       0.871,      54.256,      13.499,       0.083,       0.348,       0.007,       0.450,       0.112,      99.968,        -0.1,      81.611,        -0.1,      91.282,        -1.0,      74.450,        -1.1
1995,336600,5370,Other transportation equipment (NAICS 3364-3369),      91.912,         0.3,      72.455,        -4.9,      71.606,        -1.7,      96.858,        -3.9,      62.398,        -0.5,      93.001,        -2.9,      67.093,         2.5,      94.008,         0.2,      98.852,         0.1,     102.736,        -0.3,      96.970,         0.1,      98.250,         0.1,      98.660,         0.0,      66.594,        -4.6,     105.267,       -15.8,      66.355,        -4.3,      53.136,       -11.9,     120.527,      10.002,      41.898,       0.871,      54.256,      13.499,       0.083,       0.348,       0.007,       0.450,       0.112,      99.968,        -0.1,      81.611,        -0.1,      91.282,        -1.0,      74.450,        -1.1
1995,336700,5370,Other transportation equipment (NAICS 3364-3369),      91.912,         0.3,      72.455,        -4.9,      71.606,        -1.7,      96.858,        -3.9,      62.398,        -0.5,      93.001,        -2.9,      67.093,         2.5,      94.008,         0.2,      98.852,         0.1,     102.736,        -0.3,      96.970,         0.1,      98.250,         0.1,      98.660,         0.0,      66.594,        -4.6,     105.267,       -15.8,      66.355,        -4.3,      53.136,       -11.9,     120.527,      10.002,      41.898,       0.871,      54.256,      13.499,       0.083,       0.348,       0.007,       0.450,       0.112,      99.968,        -0.1,      81.611,        -0.1,      91.282,        -1.0,      74.450,        -1.1
1995,336800,5370,Other transportation equipment (NAICS 3364-3369),      91.912,         0.3,      72.455,        -4.9,      71.606,        -1.7,      96.858,        -3.9,      62.398,        -0.5,      93.001,        -2.9,      67.093,         2.5,      94.008,         0.2,      98.852,         0.1,     102.736,        -0.3,      96.970,         0.1,      98.250,         0.1,      98.660,         0.0,      66.594,        -4.6,     105.267,       -15.8,      66.355,        -4.3,      53.136,       -11.9,     120.527,      10.002,      41.898,       0.871,      54.256,      13.499,       0.083,       0.348,       0.007,       0.450,       0.112,      99.968,        -0.1,      81.611,        -0.1,      91.282,        -1.0,      74.450,        -1.1
1995,336900,5370,Other transportation equipment (NAICS 3364-3369),      91.912,         0.3,      72.455,        -4.9,      71.606,        -1.7,      96.858,        -3.9,      62.398,        -0.5,      93.001,        -2.9,      67.093,         2.5,      94.008,         0.2,      98.852,         0.1,     102.736,        -0.3,      96.970,         0.1,      98.250,         0.1,      98.660,         0.0,      66.594,        -4.6,     105.267,       -15.8,      66.355,        -4.3,      53.136,       -11.9,     120.527,      10.002,      41.898,       0.871,      54.256,      13.499,       0.083,       0.348,       0.007,       0.450,       0.112,      99.968,        -0.1,      81.611,        -0.1,      91.282,        -1.0,      74.450,        -1.1
1995,337000,5400,Furniture and related products (NAICS 337),     106.180,         0.3,     109.907,         1.5,      73.666,         4.9,     148.597,        -0.4,      69.922,         2.6,     158.419,        -3.0,      44.138,         5.7,      92.915,         0.5,      98.581,         0.1,      95.645,         0.4,      96.261,         0.1,      99.377,         0.0,      99.192,         0.0,     116.700,         1.8,     136.060,        -7.0,     100.807,         3.9,      85.438,        -5.0,      53.616,       4.544,      18.577,       0.521,      24.938,       5.037,       0.085,       0.346,       0.010,       0.465,       0.094,      99.797,        -0.1,      79.624,         2.1,      92.655,        -0.4,      73.632,         1.6
1995,339000,5450,Miscellaneous manufacturing (NAICS 339),      81.683,         1.5,      98.888,         2.3,      63.858,         1.3,     106.771,         0.2,      65.162,         4.8,     126.491,         2.5,      51.515,         2.2,      88.204,         0.4,      96.612,         0.0,      95.677,         0.1,      94.972,         0.4,      97.104,         0.1,      98.422,         0.0,      80.775,         3.8,     148.497,        -3.8,     122.923,         5.7,      94.118,         0.5,      87.027,      14.609,      28.501,       0.756,      30.848,      12.314,       0.168,       0.327,       0.009,       0.354,       0.142,     100.156,         0.0,      99.372,         2.3,      95.682,         0.2,      95.196,         2.4
1996,311000,5500,"Food and beverage and tobacco products (NAICS 311,312)",      99.925,        -6.0,      90.344,         5.0,      82.896,         1.7,      97.056,         1.5,      87.583,        -2.2,     108.903,        -2.9,      80.423,         0.7,      96.550,         0.1,      99.566,         0.1,      97.681,         0.0,      99.115,         0.1,      99.608,         0.0,      99.700,         0.0,      90.276,        -1.3,      87.146,         2.8,      84.799,         8.0,     129.890,        -0.1,     420.264,      56.315,      61.177,       5.615,     246.486,      50.671,       0.134,       0.146,       0.013,       0.587,       0.121,      99.878,         0.0,      89.608,         3.9,     102.339,        -0.1,      91.587,         3.8
1996,312000,5500,"Food and beverage and tobacco products (NAICS 311,312)",      99.925,        -6.0,      90.344,         5.0,      82.896,         1.7,      97.056,         1.5,      87.583,        -2.2,     108.903,        -2.9,      80.423,         0.7,      96.550,         0.1,      99.566,         0.1,      97.681,         0.0,      99.115,         0.1,      99.608,         0.0,      99.700,         0.0,      90.276,        -1.3,      87.146,         2.8,      84.799,         8.0,     129.890,        -0.1,     420.264,      56.315,      61.177,       5.615,     246.486,      50.671,       0.134,       0.146,       0.013,       0.587,       0.121,      99.878,         0.0,      89.608,         3.9,     102.339,        -0.1,      91.587,         3.8
1996,313000,5550,"Textile mills and textile product mills (NAICS 313,314)",      92.514,        -0.3,     197.495,        -1.9,     142.941,         1.0,     233.491,        -2.8,      66.741,         1.9,     127.823,        -3.2,      52.214,         5.3,      94.277,         0.5,      99.607,         0.0,      95.563,         0.3,      95.698,         0.4,      99.388,         0.0,      99.667,         0.0,     182.711,        -2.2,     182.767,       -10.7,     187.096,        -1.0,     212.071,        -4.0,      68.535,       6.556,      20.005,       1.614,      33.555,       6.805,       0.096,       0.292,       0.024,       0.490,       0.099,      98.973,        -0.2,      83.405,         1.6,      96.865,         0.0,      79.959,         1.4
1996,314000,5550,"Textile mills and textile product mills (NAICS 313,314)",      92.514,        -0.3,     197.495,        -1.9,     142.941,         1.0,     233.491,        -2.8,      66.741,         1.9,     127.823,        -3.2,      52.214,         5.3,      94.277,         0.5,      99.607,         0.0,      95.563,         0.3,      95.698,         0.4,      99.388,         0.0,      99.667,         0.0,     182.711,        -2.2,     182.767,       -10.7,     187.096,        -1.0,     212.071,        -4.0,      68.535,       6.556,      20.005,       1.614,      33.555,       6.805,       0.096,       0.292,       0.024,       0.490,       0.099,      98.973,        -0.2,      83.405,         1.6,      96.865,         0.0,      79.959,         1.4
1996,315000,5600,"Apparel and leather and applied products (NAICS 315,316)",     107.298,        -0.1,     497.027,        -2.5,     120.705,        -3.3,     314.029,        -7.9,     137.885,         6.6,     441.822,         0.7,      31.208,         5.8,      90.637,         0.5,      99.082,         0.1,      93.327,         0.3,      92.137,         0.2,      98.514,         0.1,      99.511,         0.0,     533.300,        -2.6,    2598.955,         0.2,    1074.719,        -1.3,     805.572,         4.4,      74.309,       6.334,      19.469,       0.882,      37.263,      10.363,       0.085,       0.262,       0.012,       0.501,       0.139,     101.941,         0.1,     136.217,         4.0,     110.818,         1.8,     153.665,         6.0
1996,316000,5600,"Apparel and leather and applied products (NAICS 315,316)",     107.298,        -0.1,     497.027,        -2.5,     120.705,        -3.3,     314.029,        -7.9,     137.885,         6.6,     441.822,         0.7,      31.208,         5.8,      90.637,         0.5,      99.082,         0.1,      93.327,         0.3,      92.137,         0.2,      98.514,         0.1,      99.511,         0.0,     533.300,        -2.6,    2598.955,         0.2,    1074.719,        -1.3,     805.572,         4.4,      74.309,       6.334,      19.469,       0.882,      37.263,      10.363,       0.085,       0.262,       0.012,       0.501,       0.139,     101.941,         0.1,     136.217,         4.0,     110.818,         1.8,     153.665,         6.0
1996,321000,5000,Wood products (NAICS 321),      91.556,        -0.7,     138.644,         4.0,      97.736,         3.8,     154.862,         1.3,      74.522,         2.0,     129.878,        -0.5,      57.378,         2.4,      97.104,         0.2,      99.484,         0.1,      97.813,         0.1,      97.303,         0.0,      99.935,         0.0,      99.871,         0.0,     126.937,         3.3,     108.928,         0.2,     137.618,         5.6,     127.690,         3.3,      72.595,       6.609,      18.603,       1.263,      39.832,       6.287,       0.091,       0.256,       0.017,       0.549,       0.087,      99.015,         0.0,      89.591,         2.3,      97.110,         0.2,      86.145,         2.5
1996,322000,5650,Paper products (NAICS 322),      95.499,         1.8,     118.928,        -3.7,     119.290,         1.8,     160.815,        -0.4,      65.731,        -1.4,      95.210,        -3.7,      69.038,         2.3,      93.594,         0.5,      99.306,         0.1,      95.588,         0.3,      98.209,         0.0,      99.159,         0.0,      99.471,         0.1,     113.575,        -1.9,     109.876,       -13.6,      95.280,        -6.7,     129.805,        -6.7,     122.379,      26.478,      31.600,       5.181,      45.356,      13.763,       0.216,       0.258,       0.042,       0.371,       0.112,      97.934,        -0.6,      78.828,        -2.4,      96.997,        -0.7,      74.865,        -3.7
1996,323000,5700,Printing and related support activities (NAICS 323),      78.998,        -1.8,     165.499,         2.4,      85.389,         0.9,     179.025,        -0.4,      71.481,         2.0,     153.112,        -0.3,      46.685,         2.2,      92.766,         0.1,      99.084,         0.0,      95.491,         0.1,      99.308,         0.3,      99.340,         0.0,      98.767,         0.0,     130.741,         0.6,     112.500,        -1.8,     215.079,         4.6,     108.957,         2.9,      92.471,       5.276,      31.542,       1.025,      44.952,       9.676,       0.057,       0.341,       0.011,       0.486,       0.105,      99.275,         0.0,     106.087,         2.9,      93.259,         0.4,      98.200,         3.4
1996,324000,5750,Petroleum and coal products (NAICS 324),      95.262,         3.6,      91.232,        -0.9,      87.612,         2.2,     109.474,         0.8,      76.235,         2.4,      99.199,         0.5,      76.851,         1.9,      94.226,         0.3,      99.421,         0.1,      96.696,         0.1,      99.761,         0.0,      98.446,         0.0,      99.537,         0.0,      86.909,         2.7,      34.378,        -1.1,      93.755,        -2.3,      44.772,         8.7,     166.042,      25.265,      10.597,       2.676,     119.980,       7.524,       0.152,       0.064,       0.016,       0.723,       0.045,      98.793,         0.0,      88.191,        -1.9,      97.714,         0.4,      85.061,        -1.5
1996,325000,5800,Chemical products (NAICS 325),     109.980,        -0.6,      80.629,         1.0,      51.667,         5.2,     115.155,         0.3,      70.842,         1.2,     171.629,        -4.6,      41.276,         6.1,      76.262,         1.8,      97.548,         0.3,      95.324,         0.4,      98.552,         0.2,      82.393,         0.9,      99.582,         0.2,      88.676,         0.4,     103.679,         0.7,      82.961,        -1.4,     119.817,        -1.1,     332.357,     100.959,      61.197,      10.439,     105.757,      54.006,       0.304,       0.184,       0.031,       0.318,       0.162,      99.589,         0.0,      86.927,        -0.2,      99.000,         0.0,      85.715,        -0.2
1996,326000,5850,Plastics and rubber products (NAICS 326),      90.976,         1.8,     112.701,         1.4,      81.511,         4.4,     132.295,         1.5,      71.981,         2.8,     125.788,        -1.1,      57.224,         4.0,      92.712,         0.6,      99.183,         0.1,      95.079,         0.5,      98.403,         0.3,      99.040,         0.0,      99.284,         0.0,     102.531,         3.2,      94.984,        -3.4,     111.068,         0.5,     119.352,         2.0,     140.531,      21.359,      32.888,       2.966,      66.795,      16.523,       0.152,       0.234,       0.021,       0.475,       0.118,      98.999,        -0.1,      89.638,         0.1,      97.730,         0.2,      86.719,         0.2
1996,327000,5050,Nonmetallic mineral products (NAICS 327),      96.619,        -2.0,     121.809,         8.8,      77.685,         1.4,     130.105,         2.8,      84.567,         4.3,     151.498,         5.2,      55.820,        -0.9,      90.436,        -0.1,      99.220,         0.0,      93.591,        -0.2,      98.089,         0.1,      97.517,         0.0,      99.891,         0.0,     117.691,         6.7,     151.431,         3.9,     148.198,        17.8,      93.663,        12.8,      75.555,      12.205,      21.922,       4.798,      28.119,       8.510,       0.162,       0.290,       0.064,       0.372,       0.113,     101.168,         0.1,     102.652,         5.2,      95.008,         1.1,      98.644,         6.4
1996,331000,5100,Primary metal products (NAICS 331),      86.288,         1.1,     120.542,         1.5,     109.378,         0.2,     146.739,        -0.3,      65.644,         3.6,      95.095,         2.4,      69.030,         1.2,      95.904,         0.1,      99.832,         0.0,      96.755,         0.0,      98.463,         0.2,      99.306,         0.0,      99.990,         0.0,     104.013,         2.6,     111.707,        -8.5,     117.412,         4.6,     101.057,        -3.7,     137.025,      14.213,      31.523,       7.213,      71.227,      12.849,       0.104,       0.230,       0.053,       0.520,       0.094,      97.506,        -0.4,      87.235,         2.9,      94.714,        -0.3,      80.556,         2.1
1996,332000,5150,Fabricated metal products (NAICS 332),     100.798,        -0.1,      97.406,         3.4,      82.638,         3.3,     109.770,         0.9,      84.351,         2.4,     118.811,         0.1,      70.996,         2.4,      95.383,         0.4,      99.145,         0.1,      97.157,         0.2,      98.165,         0.0,      99.315,         0.0,      99.723,         0.1,      98.183,         3.4,     106.609,        -1.9,      95.870,         4.7,      86.213,         7.8,     212.227,      35.358,      69.673,       2.875,      80.561,      23.761,       0.167,       0.328,       0.014,       0.380,       0.112,      99.965,         0.0,      93.024,         1.4,      96.110,         0.7,      89.358,         2.1
1996,333000,5200,Machinery (NAICS 333),      89.065,        -2.5,      95.661,         5.6,      73.706,         6.1,     122.909,         1.0,      63.778,         2.3,     115.595,        -2.9,      55.174,         5.4,      92.877,         0.6,      98.497,         0.2,      96.920,         0.2,      97.582,         0.1,      98.093,         0.0,      99.205,         0.2,      85.200,         3.0,     141.236,        -1.8,      83.701,         8.7,     106.258,         6.2,     236.011,      26.824,      69.743,       1.865,     107.636,      29.943,       0.114,       0.296,       0.008,       0.456,       0.127,     100.060,         0.0,      81.651,         3.5,      96.710,         0.7,      78.992,         4.2
1996,334000,5250,Computer and electronic products (NAICS 334),      34.979,        13.5,     121.908,         7.8,      50.621,        10.4,     137.575,         3.4,      25.449,        18.6,      84.239,        10.9,      30.210,         6.9,      79.223,         1.2,      96.808,         0.2,      94.975,         0.5,      93.518,         0.1,      89.433,         0.3,      96.378,         0.2,      42.643,        22.4,     406.471,         6.8,     240.245,        10.9,     143.030,         6.0,     355.562,      65.694,     105.458,       2.951,     132.694,      48.765,       0.185,       0.297,       0.008,       0.373,       0.137,     100.697,         0.0,      99.770,         2.7,      97.744,         0.4,      98.054,         3.1
1996,335000,5300,"Electrical equipment, appliances, and components (NAICS 335)",      93.684,        -2.4,     125.004,         5.5,      89.757,         3.3,     148.079,         0.3,      71.855,         3.1,     130.474,        -0.4,      55.072,         3.5,      90.557,         0.7,      98.731,         0.1,      95.366,         0.4,      97.364,         0.1,      96.964,         0.0,      99.227,         0.1,     117.109,         2.9,     119.464,        -4.6,     130.827,        10.8,     111.479,        -0.4,      99.083,      18.754,      25.440,       0.714,      46.286,       7.889,       0.189,       0.257,       0.007,       0.467,       0.080,      99.893,         0.0,      90.102,         4.9,      96.648,         0.0,      86.969,         4.8
1996,336100,5360,"Motor vehicles, bodies and trailers, and parts (NAICS 3361-3363)",      82.958,        -1.1,      95.169,         1.2,      84.224,         7.3,     140.258,        -0.5,      50.733,         0.3,      93.738,        -6.8,      54.122,         7.7,      93.201,         0.9,      99.342,         0.1,      95.380,         0.3,      98.012,         0.0,      98.521,         0.4,      99.832,         0.1,      78.950,         0.0,     104.235,       -10.5,      81.694,         2.2,     145.510,        -8.3,     315.622,      41.569,      66.031,       1.564,     179.988,      26.471,       0.132,       0.209,       0.005,       0.570,       0.084,      99.657,        -0.1,      67.901,         1.4,      98.936,        -0.7,      66.971,         0.6
